// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c
// command took 2.42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c
// command took 5.27s and exited with 0
// ***** Done, took 00:00:07 (7.89 sec)   *****
// Found 8 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingleWPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadActual  31: 2048 op, 609479700.00 ns, 297.5975 us/op
WorkloadActual  32: 2048 op, 609962900.00 ns, 297.8334 us/op
WorkloadActual  33: 2048 op, 640758600.00 ns, 312.8704 us/op
WorkloadActual  34: 2048 op, 663936500.00 ns, 324.1877 us/op
WorkloadActual  35: 2048 op, 705427100.00 ns, 344.4468 us/op
WorkloadActual  36: 2048 op, 639364400.00 ns, 312.1896 us/op
WorkloadActual  37: 2048 op, 637730500.00 ns, 311.3918 us/op
WorkloadActual  38: 2048 op, 656047600.00 ns, 320.3357 us/op
WorkloadActual  39: 2048 op, 628754900.00 ns, 307.0092 us/op
WorkloadActual  40: 2048 op, 611120500.00 ns, 298.3987 us/op
WorkloadActual  41: 2048 op, 612962500.00 ns, 299.2981 us/op
WorkloadActual  42: 2048 op, 630236900.00 ns, 307.7329 us/op
WorkloadActual  43: 2048 op, 616459100.00 ns, 301.0054 us/op
WorkloadActual  44: 2048 op, 640617300.00 ns, 312.8014 us/op
WorkloadActual  45: 2048 op, 626102500.00 ns, 305.7141 us/op
WorkloadActual  46: 2048 op, 647794800.00 ns, 316.3061 us/op
WorkloadActual  47: 2048 op, 622735400.00 ns, 304.0700 us/op
WorkloadActual  48: 2048 op, 597593700.00 ns, 291.7938 us/op
WorkloadActual  49: 2048 op, 653841700.00 ns, 319.2586 us/op
WorkloadActual  50: 2048 op, 598507200.00 ns, 292.2398 us/op
WorkloadActual  51: 2048 op, 635750600.00 ns, 310.4251 us/op
WorkloadActual  52: 2048 op, 746889400.00 ns, 364.6921 us/op
WorkloadActual  53: 2048 op, 702542700.00 ns, 343.0384 us/op
WorkloadActual  54: 2048 op, 700335900.00 ns, 341.9609 us/op
WorkloadActual  55: 2048 op, 682357200.00 ns, 333.1822 us/op
WorkloadActual  56: 2048 op, 654777200.00 ns, 319.7154 us/op
WorkloadActual  57: 2048 op, 677615500.00 ns, 330.8669 us/op
WorkloadActual  58: 2048 op, 655307800.00 ns, 319.9745 us/op
WorkloadActual  59: 2048 op, 675850300.00 ns, 330.0050 us/op
WorkloadActual  60: 2048 op, 678144000.00 ns, 331.1250 us/op
WorkloadActual  61: 2048 op, 653105600.00 ns, 318.8992 us/op
WorkloadActual  62: 2048 op, 628102800.00 ns, 306.6908 us/op
WorkloadActual  63: 2048 op, 624107400.00 ns, 304.7399 us/op
WorkloadActual  64: 2048 op, 634145600.00 ns, 309.6414 us/op
WorkloadActual  65: 2048 op, 642188600.00 ns, 313.5687 us/op
WorkloadActual  66: 2048 op, 630375800.00 ns, 307.8007 us/op
WorkloadActual  67: 2048 op, 625999300.00 ns, 305.6637 us/op
WorkloadActual  68: 2048 op, 676343200.00 ns, 330.2457 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 695157050.00 ns, 339.4322 us/op
WorkloadResult   2: 2048 op, 670721450.00 ns, 327.5007 us/op
WorkloadResult   3: 2048 op, 632047850.00 ns, 308.6171 us/op
WorkloadResult   4: 2048 op, 655269250.00 ns, 319.9557 us/op
WorkloadResult   5: 2048 op, 722424350.00 ns, 352.7463 us/op
WorkloadResult   6: 2048 op, 656579150.00 ns, 320.5953 us/op
WorkloadResult   7: 2048 op, 710616850.00 ns, 346.9809 us/op
WorkloadResult   8: 2048 op, 652818950.00 ns, 318.7593 us/op
WorkloadResult   9: 2048 op, 643233950.00 ns, 314.0791 us/op
WorkloadResult  10: 2048 op, 628855250.00 ns, 307.0582 us/op
WorkloadResult  11: 2048 op, 675201050.00 ns, 329.6880 us/op
WorkloadResult  12: 2048 op, 633125250.00 ns, 309.1432 us/op
WorkloadResult  13: 2048 op, 664851150.00 ns, 324.6344 us/op
WorkloadResult  14: 2048 op, 684654050.00 ns, 334.3037 us/op
WorkloadResult  15: 2048 op, 618734750.00 ns, 302.1166 us/op
WorkloadResult  16: 2048 op, 694093750.00 ns, 338.9130 us/op
WorkloadResult  17: 2048 op, 701346950.00 ns, 342.4546 us/op
WorkloadResult  18: 2048 op, 601733450.00 ns, 293.8152 us/op
WorkloadResult  19: 2048 op, 662487650.00 ns, 323.4803 us/op
WorkloadResult  20: 2048 op, 600322350.00 ns, 293.1261 us/op
WorkloadResult  21: 2048 op, 641530450.00 ns, 313.2473 us/op
WorkloadResult  22: 2048 op, 632997250.00 ns, 309.0807 us/op
WorkloadResult  23: 2048 op, 619077150.00 ns, 302.2838 us/op
WorkloadResult  24: 2048 op, 659804650.00 ns, 322.1702 us/op
WorkloadResult  25: 2048 op, 622381750.00 ns, 303.8973 us/op
WorkloadResult  26: 2048 op, 607774250.00 ns, 296.7648 us/op
WorkloadResult  27: 2048 op, 651433750.00 ns, 318.0829 us/op
WorkloadResult  28: 2048 op, 624882350.00 ns, 305.1183 us/op
WorkloadResult  29: 2048 op, 638874450.00 ns, 311.9504 us/op
WorkloadResult  30: 2048 op, 609475350.00 ns, 297.5954 us/op
WorkloadResult  31: 2048 op, 609958550.00 ns, 297.8313 us/op
WorkloadResult  32: 2048 op, 640754250.00 ns, 312.8683 us/op
WorkloadResult  33: 2048 op, 663932150.00 ns, 324.1856 us/op
WorkloadResult  34: 2048 op, 705422750.00 ns, 344.4447 us/op
WorkloadResult  35: 2048 op, 639360050.00 ns, 312.1875 us/op
WorkloadResult  36: 2048 op, 637726150.00 ns, 311.3897 us/op
WorkloadResult  37: 2048 op, 656043250.00 ns, 320.3336 us/op
WorkloadResult  38: 2048 op, 628750550.00 ns, 307.0071 us/op
WorkloadResult  39: 2048 op, 611116150.00 ns, 298.3966 us/op
WorkloadResult  40: 2048 op, 612958150.00 ns, 299.2960 us/op
WorkloadResult  41: 2048 op, 630232550.00 ns, 307.7307 us/op
WorkloadResult  42: 2048 op, 616454750.00 ns, 301.0033 us/op
WorkloadResult  43: 2048 op, 640612950.00 ns, 312.7993 us/op
WorkloadResult  44: 2048 op, 626098150.00 ns, 305.7120 us/op
WorkloadResult  45: 2048 op, 647790450.00 ns, 316.3039 us/op
WorkloadResult  46: 2048 op, 622731050.00 ns, 304.0679 us/op
WorkloadResult  47: 2048 op, 597589350.00 ns, 291.7917 us/op
WorkloadResult  48: 2048 op, 653837350.00 ns, 319.2565 us/op
WorkloadResult  49: 2048 op, 598502850.00 ns, 292.2377 us/op
WorkloadResult  50: 2048 op, 635746250.00 ns, 310.4230 us/op
WorkloadResult  51: 2048 op, 702538350.00 ns, 343.0363 us/op
WorkloadResult  52: 2048 op, 700331550.00 ns, 341.9588 us/op
WorkloadResult  53: 2048 op, 682352850.00 ns, 333.1801 us/op
WorkloadResult  54: 2048 op, 654772850.00 ns, 319.7133 us/op
WorkloadResult  55: 2048 op, 677611150.00 ns, 330.8648 us/op
WorkloadResult  56: 2048 op, 655303450.00 ns, 319.9724 us/op
WorkloadResult  57: 2048 op, 675845950.00 ns, 330.0029 us/op
WorkloadResult  58: 2048 op, 678139650.00 ns, 331.1229 us/op
WorkloadResult  59: 2048 op, 653101250.00 ns, 318.8971 us/op
WorkloadResult  60: 2048 op, 628098450.00 ns, 306.6887 us/op
WorkloadResult  61: 2048 op, 624103050.00 ns, 304.7378 us/op
WorkloadResult  62: 2048 op, 634141250.00 ns, 309.6393 us/op
WorkloadResult  63: 2048 op, 642184250.00 ns, 313.5665 us/op
WorkloadResult  64: 2048 op, 630371450.00 ns, 307.7986 us/op
WorkloadResult  65: 2048 op, 625994950.00 ns, 305.6616 us/op
WorkloadResult  66: 2048 op, 676338850.00 ns, 330.2436 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 316.1203 us, StdErr = 1.8249 us (0.58%); N = 66, StdDev = 14.8257 us
Min = 291.7917 us, Q1 = 305.6616 us, Median = 313.0578 us, Q3 = 324.6344 us, Max = 352.7463 us
IQR = 18.9728 us, LowerFence = 277.2025 us, UpperFence = 353.0935 us
ConfidenceInterval = [309.8306 us; 322.4101 us] (CI 99.9%), Margin = 6.2898 us (1.99% of Mean)
Skewness = 0.49, Kurtosis = 2.45, MValue = 2.4

// **************************
// Benchmark: Benchmarker.MultiplyFma: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFma" --job "Core" --benchmarkId 2 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 742600.00 ns, 742.6000 us/op
WorkloadJitting  1: 1 op, 6961600.00 ns, 6.9616 ms/op

OverheadJitting  2: 16 op, 829900.00 ns, 51.8687 us/op
WorkloadJitting  2: 16 op, 10915600.00 ns, 682.2250 us/op

WorkloadPilot    1: 16 op, 10995000.00 ns, 687.1875 us/op
WorkloadPilot    2: 32 op, 15500600.00 ns, 484.3938 us/op
WorkloadPilot    3: 64 op, 32795800.00 ns, 512.4344 us/op
WorkloadPilot    4: 128 op, 50721000.00 ns, 396.2578 us/op
WorkloadPilot    5: 256 op, 97047900.00 ns, 379.0934 us/op
WorkloadPilot    6: 512 op, 172081400.00 ns, 336.0965 us/op
WorkloadPilot    7: 1024 op, 357601200.00 ns, 349.2199 us/op
WorkloadPilot    8: 2048 op, 689750400.00 ns, 336.7922 us/op

OverheadWarmup   1: 2048 op, 27200.00 ns, 13.2812 ns/op
OverheadWarmup   2: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadWarmup   3: 2048 op, 4600.00 ns, 2.2461 ns/op
OverheadWarmup   4: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadWarmup   5: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadWarmup   6: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadWarmup   7: 2048 op, 19300.00 ns, 9.4238 ns/op
OverheadWarmup   8: 2048 op, 3700.00 ns, 1.8066 ns/op

OverheadActual   1: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual   2: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   3: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   4: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   5: 2048 op, 24200.00 ns, 11.8164 ns/op
OverheadActual   6: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual   7: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual   8: 2048 op, 12000.00 ns, 5.8594 ns/op
OverheadActual   9: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  10: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  11: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  12: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  13: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  14: 2048 op, 4700.00 ns, 2.2949 ns/op
OverheadActual  15: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  16: 2048 op, 5800.00 ns, 2.8320 ns/op
OverheadActual  17: 2048 op, 4700.00 ns, 2.2949 ns/op
OverheadActual  18: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual  19: 2048 op, 4800.00 ns, 2.3438 ns/op
OverheadActual  20: 2048 op, 3800.00 ns, 1.8555 ns/op

WorkloadWarmup   1: 2048 op, 751370700.00 ns, 366.8802 us/op
WorkloadWarmup   2: 2048 op, 676894900.00 ns, 330.5151 us/op
WorkloadWarmup   3: 2048 op, 745046600.00 ns, 363.7923 us/op
WorkloadWarmup   4: 2048 op, 684201400.00 ns, 334.0827 us/op
WorkloadWarmup   5: 2048 op, 682265600.00 ns, 333.1375 us/op
WorkloadWarmup   6: 2048 op, 690619200.00 ns, 337.2164 us/op
WorkloadWarmup   7: 2048 op, 694066700.00 ns, 338.8998 us/op
WorkloadWarmup   8: 2048 op, 738636000.00 ns, 360.6621 us/op
WorkloadWarmup   9: 2048 op, 659263200.00 ns, 321.9059 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 720218600.00 ns, 351.6692 us/op
WorkloadActual   2: 2048 op, 733642400.00 ns, 358.2238 us/op
WorkloadActual   3: 2048 op, 744526800.00 ns, 363.5385 us/op
WorkloadActual   4: 2048 op, 728819200.00 ns, 355.8687 us/op
WorkloadActual   5: 2048 op, 719888500.00 ns, 351.5081 us/op
WorkloadActual   6: 2048 op, 692385600.00 ns, 338.0789 us/op
WorkloadActual   7: 2048 op, 727235200.00 ns, 355.0953 us/op
WorkloadActual   8: 2048 op, 732429500.00 ns, 357.6316 us/op
WorkloadActual   9: 2048 op, 667938800.00 ns, 326.1420 us/op
WorkloadActual  10: 2048 op, 704736100.00 ns, 344.1094 us/op
WorkloadActual  11: 2048 op, 729799500.00 ns, 356.3474 us/op
WorkloadActual  12: 2048 op, 675198300.00 ns, 329.6867 us/op
WorkloadActual  13: 2048 op, 735871400.00 ns, 359.3122 us/op
WorkloadActual  14: 2048 op, 671198600.00 ns, 327.7337 us/op
WorkloadActual  15: 2048 op, 705778300.00 ns, 344.6183 us/op
WorkloadActual  16: 2048 op, 723398100.00 ns, 353.2217 us/op
WorkloadActual  17: 2048 op, 684237400.00 ns, 334.1003 us/op
WorkloadActual  18: 2048 op, 782490000.00 ns, 382.0752 us/op
WorkloadActual  19: 2048 op, 737157200.00 ns, 359.9400 us/op
WorkloadActual  20: 2048 op, 700955600.00 ns, 342.2635 us/op
WorkloadActual  21: 2048 op, 896906000.00 ns, 437.9424 us/op
WorkloadActual  22: 2048 op, 928946900.00 ns, 453.5874 us/op
WorkloadActual  23: 2048 op, 932454100.00 ns, 455.2999 us/op
WorkloadActual  24: 2048 op, 903585300.00 ns, 441.2038 us/op
WorkloadActual  25: 2048 op, 882705200.00 ns, 431.0084 us/op
WorkloadActual  26: 2048 op, 899898700.00 ns, 439.4037 us/op
WorkloadActual  27: 2048 op, 911034100.00 ns, 444.8409 us/op
WorkloadActual  28: 2048 op, 898029800.00 ns, 438.4911 us/op
WorkloadActual  29: 2048 op, 927643600.00 ns, 452.9510 us/op
WorkloadActual  30: 2048 op, 948797300.00 ns, 463.2799 us/op
WorkloadActual  31: 2048 op, 1001841600.00 ns, 489.1805 us/op
WorkloadActual  32: 2048 op, 1004177800.00 ns, 490.3212 us/op
WorkloadActual  33: 2048 op, 948700500.00 ns, 463.2327 us/op
WorkloadActual  34: 2048 op, 810456300.00 ns, 395.7306 us/op
WorkloadActual  35: 2048 op, 897633900.00 ns, 438.2978 us/op
WorkloadActual  36: 2048 op, 893108200.00 ns, 436.0880 us/op
WorkloadActual  37: 2048 op, 909565200.00 ns, 444.1236 us/op
WorkloadActual  38: 2048 op, 895512100.00 ns, 437.2618 us/op
WorkloadActual  39: 2048 op, 759926800.00 ns, 371.0580 us/op
WorkloadActual  40: 2048 op, 796352000.00 ns, 388.8438 us/op
WorkloadActual  41: 2048 op, 717372800.00 ns, 350.2797 us/op
WorkloadActual  42: 2048 op, 714421400.00 ns, 348.8386 us/op
WorkloadActual  43: 2048 op, 866746000.00 ns, 423.2158 us/op
WorkloadActual  44: 2048 op, 851433300.00 ns, 415.7389 us/op
WorkloadActual  45: 2048 op, 841112200.00 ns, 410.6993 us/op
WorkloadActual  46: 2048 op, 793881900.00 ns, 387.6376 us/op
WorkloadActual  47: 2048 op, 791419500.00 ns, 386.4353 us/op
WorkloadActual  48: 2048 op, 785902000.00 ns, 383.7412 us/op
WorkloadActual  49: 2048 op, 778137000.00 ns, 379.9497 us/op
WorkloadActual  50: 2048 op, 787322900.00 ns, 384.4350 us/op
WorkloadActual  51: 2048 op, 801953400.00 ns, 391.5788 us/op
WorkloadActual  52: 2048 op, 923991200.00 ns, 451.1676 us/op
WorkloadActual  53: 2048 op, 814885400.00 ns, 397.8933 us/op
WorkloadActual  54: 2048 op, 765823400.00 ns, 373.9372 us/op
WorkloadActual  55: 2048 op, 864524700.00 ns, 422.1312 us/op
WorkloadActual  56: 2048 op, 664622900.00 ns, 324.5229 us/op
WorkloadActual  57: 2048 op, 769355900.00 ns, 375.6621 us/op
WorkloadActual  58: 2048 op, 853284700.00 ns, 416.6429 us/op
WorkloadActual  59: 2048 op, 784025100.00 ns, 382.8248 us/op
WorkloadActual  60: 2048 op, 766991400.00 ns, 374.5075 us/op
WorkloadActual  61: 2048 op, 721986600.00 ns, 352.5325 us/op
WorkloadActual  62: 2048 op, 785569600.00 ns, 383.5789 us/op
WorkloadActual  63: 2048 op, 803850300.00 ns, 392.5050 us/op
WorkloadActual  64: 2048 op, 821074400.00 ns, 400.9152 us/op
WorkloadActual  65: 2048 op, 748480000.00 ns, 365.4688 us/op
WorkloadActual  66: 2048 op, 800066000.00 ns, 390.6572 us/op
WorkloadActual  67: 2048 op, 785022700.00 ns, 383.3119 us/op
WorkloadActual  68: 2048 op, 794644200.00 ns, 388.0099 us/op
WorkloadActual  69: 2048 op, 808842300.00 ns, 394.9425 us/op
WorkloadActual  70: 2048 op, 804732100.00 ns, 392.9356 us/op
WorkloadActual  71: 2048 op, 881959800.00 ns, 430.6444 us/op
WorkloadActual  72: 2048 op, 816258400.00 ns, 398.5637 us/op
WorkloadActual  73: 2048 op, 783579100.00 ns, 382.6070 us/op
WorkloadActual  74: 2048 op, 795133700.00 ns, 388.2489 us/op
WorkloadActual  75: 2048 op, 788830700.00 ns, 385.1712 us/op
WorkloadActual  76: 2048 op, 799040900.00 ns, 390.1567 us/op
WorkloadActual  77: 2048 op, 771306100.00 ns, 376.6143 us/op
WorkloadActual  78: 2048 op, 790728900.00 ns, 386.0981 us/op
WorkloadActual  79: 2048 op, 794772200.00 ns, 388.0724 us/op
WorkloadActual  80: 2048 op, 774312900.00 ns, 378.0825 us/op
WorkloadActual  81: 2048 op, 788067600.00 ns, 384.7986 us/op
WorkloadActual  82: 2048 op, 809054700.00 ns, 395.0462 us/op
WorkloadActual  83: 2048 op, 780891600.00 ns, 381.2947 us/op
WorkloadActual  84: 2048 op, 810282900.00 ns, 395.6459 us/op
WorkloadActual  85: 2048 op, 894101400.00 ns, 436.5729 us/op
WorkloadActual  86: 2048 op, 797523400.00 ns, 389.4157 us/op
WorkloadActual  87: 2048 op, 760154700.00 ns, 371.1693 us/op
WorkloadActual  88: 2048 op, 841940400.00 ns, 411.1037 us/op
WorkloadActual  89: 2048 op, 852411700.00 ns, 416.2167 us/op
WorkloadActual  90: 2048 op, 805977400.00 ns, 393.5437 us/op
WorkloadActual  91: 2048 op, 761023400.00 ns, 371.5935 us/op
WorkloadActual  92: 2048 op, 822340300.00 ns, 401.5333 us/op
WorkloadActual  93: 2048 op, 1031005600.00 ns, 503.4207 us/op
WorkloadActual  94: 2048 op, 996778100.00 ns, 486.7081 us/op
WorkloadActual  95: 2048 op, 794925200.00 ns, 388.1471 us/op
WorkloadActual  96: 2048 op, 902272500.00 ns, 440.5627 us/op
WorkloadActual  97: 2048 op, 758363900.00 ns, 370.2949 us/op
WorkloadActual  98: 2048 op, 840665600.00 ns, 410.4812 us/op
WorkloadActual  99: 2048 op, 795775800.00 ns, 388.5624 us/op
WorkloadActual  100: 2048 op, 807157400.00 ns, 394.1198 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 720214650.00 ns, 351.6673 us/op
WorkloadResult   2: 2048 op, 733638450.00 ns, 358.2219 us/op
WorkloadResult   3: 2048 op, 744522850.00 ns, 363.5365 us/op
WorkloadResult   4: 2048 op, 728815250.00 ns, 355.8668 us/op
WorkloadResult   5: 2048 op, 719884550.00 ns, 351.5061 us/op
WorkloadResult   6: 2048 op, 692381650.00 ns, 338.0770 us/op
WorkloadResult   7: 2048 op, 727231250.00 ns, 355.0934 us/op
WorkloadResult   8: 2048 op, 732425550.00 ns, 357.6297 us/op
WorkloadResult   9: 2048 op, 667934850.00 ns, 326.1401 us/op
WorkloadResult  10: 2048 op, 704732150.00 ns, 344.1075 us/op
WorkloadResult  11: 2048 op, 729795550.00 ns, 356.3455 us/op
WorkloadResult  12: 2048 op, 675194350.00 ns, 329.6847 us/op
WorkloadResult  13: 2048 op, 735867450.00 ns, 359.3103 us/op
WorkloadResult  14: 2048 op, 671194650.00 ns, 327.7318 us/op
WorkloadResult  15: 2048 op, 705774350.00 ns, 344.6164 us/op
WorkloadResult  16: 2048 op, 723394150.00 ns, 353.2198 us/op
WorkloadResult  17: 2048 op, 684233450.00 ns, 334.0984 us/op
WorkloadResult  18: 2048 op, 782486050.00 ns, 382.0733 us/op
WorkloadResult  19: 2048 op, 737153250.00 ns, 359.9381 us/op
WorkloadResult  20: 2048 op, 700951650.00 ns, 342.2615 us/op
WorkloadResult  21: 2048 op, 896902050.00 ns, 437.9405 us/op
WorkloadResult  22: 2048 op, 928942950.00 ns, 453.5854 us/op
WorkloadResult  23: 2048 op, 932450150.00 ns, 455.2979 us/op
WorkloadResult  24: 2048 op, 903581350.00 ns, 441.2018 us/op
WorkloadResult  25: 2048 op, 882701250.00 ns, 431.0065 us/op
WorkloadResult  26: 2048 op, 899894750.00 ns, 439.4017 us/op
WorkloadResult  27: 2048 op, 911030150.00 ns, 444.8389 us/op
WorkloadResult  28: 2048 op, 898025850.00 ns, 438.4892 us/op
WorkloadResult  29: 2048 op, 927639650.00 ns, 452.9490 us/op
WorkloadResult  30: 2048 op, 948793350.00 ns, 463.2780 us/op
WorkloadResult  31: 2048 op, 1001837650.00 ns, 489.1785 us/op
WorkloadResult  32: 2048 op, 1004173850.00 ns, 490.3193 us/op
WorkloadResult  33: 2048 op, 948696550.00 ns, 463.2307 us/op
WorkloadResult  34: 2048 op, 810452350.00 ns, 395.7287 us/op
WorkloadResult  35: 2048 op, 897629950.00 ns, 438.2959 us/op
WorkloadResult  36: 2048 op, 893104250.00 ns, 436.0861 us/op
WorkloadResult  37: 2048 op, 909561250.00 ns, 444.1217 us/op
WorkloadResult  38: 2048 op, 895508150.00 ns, 437.2598 us/op
WorkloadResult  39: 2048 op, 759922850.00 ns, 371.0561 us/op
WorkloadResult  40: 2048 op, 796348050.00 ns, 388.8418 us/op
WorkloadResult  41: 2048 op, 717368850.00 ns, 350.2778 us/op
WorkloadResult  42: 2048 op, 714417450.00 ns, 348.8366 us/op
WorkloadResult  43: 2048 op, 866742050.00 ns, 423.2139 us/op
WorkloadResult  44: 2048 op, 851429350.00 ns, 415.7370 us/op
WorkloadResult  45: 2048 op, 841108250.00 ns, 410.6974 us/op
WorkloadResult  46: 2048 op, 793877950.00 ns, 387.6357 us/op
WorkloadResult  47: 2048 op, 791415550.00 ns, 386.4334 us/op
WorkloadResult  48: 2048 op, 785898050.00 ns, 383.7393 us/op
WorkloadResult  49: 2048 op, 778133050.00 ns, 379.9478 us/op
WorkloadResult  50: 2048 op, 787318950.00 ns, 384.4331 us/op
WorkloadResult  51: 2048 op, 801949450.00 ns, 391.5769 us/op
WorkloadResult  52: 2048 op, 923987250.00 ns, 451.1656 us/op
WorkloadResult  53: 2048 op, 814881450.00 ns, 397.8913 us/op
WorkloadResult  54: 2048 op, 765819450.00 ns, 373.9353 us/op
WorkloadResult  55: 2048 op, 864520750.00 ns, 422.1293 us/op
WorkloadResult  56: 2048 op, 664618950.00 ns, 324.5210 us/op
WorkloadResult  57: 2048 op, 769351950.00 ns, 375.6601 us/op
WorkloadResult  58: 2048 op, 853280750.00 ns, 416.6410 us/op
WorkloadResult  59: 2048 op, 784021150.00 ns, 382.8228 us/op
WorkloadResult  60: 2048 op, 766987450.00 ns, 374.5056 us/op
WorkloadResult  61: 2048 op, 721982650.00 ns, 352.5306 us/op
WorkloadResult  62: 2048 op, 785565650.00 ns, 383.5770 us/op
WorkloadResult  63: 2048 op, 803846350.00 ns, 392.5031 us/op
WorkloadResult  64: 2048 op, 821070450.00 ns, 400.9133 us/op
WorkloadResult  65: 2048 op, 748476050.00 ns, 365.4668 us/op
WorkloadResult  66: 2048 op, 800062050.00 ns, 390.6553 us/op
WorkloadResult  67: 2048 op, 785018750.00 ns, 383.3099 us/op
WorkloadResult  68: 2048 op, 794640250.00 ns, 388.0079 us/op
WorkloadResult  69: 2048 op, 808838350.00 ns, 394.9406 us/op
WorkloadResult  70: 2048 op, 804728150.00 ns, 392.9337 us/op
WorkloadResult  71: 2048 op, 881955850.00 ns, 430.6425 us/op
WorkloadResult  72: 2048 op, 816254450.00 ns, 398.5617 us/op
WorkloadResult  73: 2048 op, 783575150.00 ns, 382.6051 us/op
WorkloadResult  74: 2048 op, 795129750.00 ns, 388.2469 us/op
WorkloadResult  75: 2048 op, 788826750.00 ns, 385.1693 us/op
WorkloadResult  76: 2048 op, 799036950.00 ns, 390.1548 us/op
WorkloadResult  77: 2048 op, 771302150.00 ns, 376.6124 us/op
WorkloadResult  78: 2048 op, 790724950.00 ns, 386.0962 us/op
WorkloadResult  79: 2048 op, 794768250.00 ns, 388.0704 us/op
WorkloadResult  80: 2048 op, 774308950.00 ns, 378.0805 us/op
WorkloadResult  81: 2048 op, 788063650.00 ns, 384.7967 us/op
WorkloadResult  82: 2048 op, 809050750.00 ns, 395.0443 us/op
WorkloadResult  83: 2048 op, 780887650.00 ns, 381.2928 us/op
WorkloadResult  84: 2048 op, 810278950.00 ns, 395.6440 us/op
WorkloadResult  85: 2048 op, 894097450.00 ns, 436.5710 us/op
WorkloadResult  86: 2048 op, 797519450.00 ns, 389.4138 us/op
WorkloadResult  87: 2048 op, 760150750.00 ns, 371.1674 us/op
