// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e
// command took 2.22s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e
// command took 5.78s and exited with 0
// ***** Done, took 00:00:08 (8.2 sec)   *****
// Found 7 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadResult  84: 2048 op, 865129150.00 ns, 422.4263 us/op
WorkloadResult  85: 2048 op, 795376650.00 ns, 388.3675 us/op
WorkloadResult  86: 2048 op, 798515850.00 ns, 389.9003 us/op
WorkloadResult  87: 2048 op, 796275250.00 ns, 388.8063 us/op
WorkloadResult  88: 2048 op, 852339550.00 ns, 416.1814 us/op
WorkloadResult  89: 2048 op, 760220550.00 ns, 371.2014 us/op
WorkloadResult  90: 2048 op, 813181350.00 ns, 397.0612 us/op
WorkloadResult  91: 2048 op, 803544250.00 ns, 392.3556 us/op
WorkloadResult  92: 2048 op, 781326050.00 ns, 381.5069 us/op
WorkloadResult  93: 2048 op, 809137750.00 ns, 395.0868 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 418.8480 us, StdErr = 3.7741 us (0.90%); N = 93, StdDev = 36.3960 us
Min = 362.7052 us, Q1 = 392.8067 us, Median = 407.3078 us, Q3 = 442.1365 us, Max = 515.7135 us
IQR = 49.3299 us, LowerFence = 318.8119 us, UpperFence = 516.1313 us
ConfidenceInterval = [406.0182 us; 431.6778 us] (CI 99.9%), Margin = 12.8298 us (3.06% of Mean)
Skewness = 1, Kurtosis = 3.23, MValue = 2.32

// **************************
// Benchmark: Benchmarker.MultiplyFma: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFma" --job "Core" --benchmarkId 2 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 713600.00 ns, 713.6000 us/op
WorkloadJitting  1: 1 op, 8186600.00 ns, 8.1866 ms/op

OverheadJitting  2: 16 op, 472600.00 ns, 29.5375 us/op
WorkloadJitting  2: 16 op, 5293100.00 ns, 330.8188 us/op

WorkloadPilot    1: 16 op, 9053500.00 ns, 565.8438 us/op
WorkloadPilot    2: 32 op, 17826200.00 ns, 557.0688 us/op
WorkloadPilot    3: 64 op, 32183100.00 ns, 502.8609 us/op
WorkloadPilot    4: 128 op, 48656000.00 ns, 380.1250 us/op
WorkloadPilot    5: 256 op, 102527500.00 ns, 400.4980 us/op
WorkloadPilot    6: 512 op, 208395800.00 ns, 407.0230 us/op
WorkloadPilot    7: 1024 op, 433755000.00 ns, 423.5889 us/op
WorkloadPilot    8: 2048 op, 833762800.00 ns, 407.1107 us/op

OverheadWarmup   1: 2048 op, 9300.00 ns, 4.5410 ns/op
OverheadWarmup   2: 2048 op, 5600.00 ns, 2.7344 ns/op
OverheadWarmup   3: 2048 op, 21200.00 ns, 10.3516 ns/op
OverheadWarmup   4: 2048 op, 5600.00 ns, 2.7344 ns/op
OverheadWarmup   5: 2048 op, 5400.00 ns, 2.6367 ns/op
OverheadWarmup   6: 2048 op, 5800.00 ns, 2.8320 ns/op
OverheadWarmup   7: 2048 op, 6500.00 ns, 3.1738 ns/op
OverheadWarmup   8: 2048 op, 3900.00 ns, 1.9043 ns/op

OverheadActual   1: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   2: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual   3: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   4: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   5: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual   6: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual   7: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual   8: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   9: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  10: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual  11: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual  12: 2048 op, 6000.00 ns, 2.9297 ns/op
OverheadActual  13: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual  14: 2048 op, 6300.00 ns, 3.0762 ns/op
OverheadActual  15: 2048 op, 3900.00 ns, 1.9043 ns/op

WorkloadWarmup   1: 2048 op, 927226900.00 ns, 452.7475 us/op
WorkloadWarmup   2: 2048 op, 983470700.00 ns, 480.2103 us/op
WorkloadWarmup   3: 2048 op, 887542500.00 ns, 433.3704 us/op
WorkloadWarmup   4: 2048 op, 818619500.00 ns, 399.7166 us/op
WorkloadWarmup   5: 2048 op, 807448200.00 ns, 394.2618 us/op
WorkloadWarmup   6: 2048 op, 824573300.00 ns, 402.6237 us/op
WorkloadWarmup   7: 2048 op, 835510900.00 ns, 407.9643 us/op
WorkloadWarmup   8: 2048 op, 813282200.00 ns, 397.1104 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 705410300.00 ns, 344.4386 us/op
WorkloadActual   2: 2048 op, 935947000.00 ns, 457.0054 us/op
WorkloadActual   3: 2048 op, 805668500.00 ns, 393.3928 us/op
WorkloadActual   4: 2048 op, 889984200.00 ns, 434.5626 us/op
WorkloadActual   5: 2048 op, 969139000.00 ns, 473.2124 us/op
WorkloadActual   6: 2048 op, 840568100.00 ns, 410.4336 us/op
WorkloadActual   7: 2048 op, 1077814500.00 ns, 526.2766 us/op
WorkloadActual   8: 2048 op, 884920800.00 ns, 432.0902 us/op
WorkloadActual   9: 2048 op, 941713000.00 ns, 459.8208 us/op
WorkloadActual  10: 2048 op, 934920300.00 ns, 456.5041 us/op
WorkloadActual  11: 2048 op, 910254400.00 ns, 444.4602 us/op
WorkloadActual  12: 2048 op, 1132698600.00 ns, 553.0755 us/op
WorkloadActual  13: 2048 op, 1279507500.00 ns, 624.7595 us/op
WorkloadActual  14: 2048 op, 1202149600.00 ns, 586.9871 us/op
WorkloadActual  15: 2048 op, 1463314900.00 ns, 714.5092 us/op
WorkloadActual  16: 2048 op, 1255305000.00 ns, 612.9419 us/op
WorkloadActual  17: 2048 op, 1150558300.00 ns, 561.7960 us/op
WorkloadActual  18: 2048 op, 1154288400.00 ns, 563.6174 us/op
WorkloadActual  19: 2048 op, 1207309300.00 ns, 589.5065 us/op
WorkloadActual  20: 2048 op, 1051905400.00 ns, 513.6257 us/op
WorkloadActual  21: 2048 op, 930204800.00 ns, 454.2016 us/op
WorkloadActual  22: 2048 op, 983502600.00 ns, 480.2259 us/op
WorkloadActual  23: 2048 op, 853231300.00 ns, 416.6168 us/op
WorkloadActual  24: 2048 op, 794195300.00 ns, 387.7907 us/op
WorkloadActual  25: 2048 op, 814202500.00 ns, 397.5598 us/op
WorkloadActual  26: 2048 op, 802193900.00 ns, 391.6962 us/op
WorkloadActual  27: 2048 op, 887341800.00 ns, 433.2724 us/op
WorkloadActual  28: 2048 op, 794415600.00 ns, 387.8982 us/op
WorkloadActual  29: 2048 op, 842260100.00 ns, 411.2598 us/op
WorkloadActual  30: 2048 op, 759434500.00 ns, 370.8176 us/op
WorkloadActual  31: 2048 op, 765443600.00 ns, 373.7518 us/op
WorkloadActual  32: 2048 op, 782196500.00 ns, 381.9319 us/op
WorkloadActual  33: 2048 op, 808495900.00 ns, 394.7734 us/op
WorkloadActual  34: 2048 op, 760551800.00 ns, 371.3632 us/op
WorkloadActual  35: 2048 op, 807087900.00 ns, 394.0859 us/op
WorkloadActual  36: 2048 op, 809865600.00 ns, 395.4422 us/op
WorkloadActual  37: 2048 op, 762797000.00 ns, 372.4595 us/op
WorkloadActual  38: 2048 op, 798725800.00 ns, 390.0028 us/op
WorkloadActual  39: 2048 op, 812360800.00 ns, 396.6605 us/op
WorkloadActual  40: 2048 op, 816843200.00 ns, 398.8492 us/op
WorkloadActual  41: 2048 op, 771934700.00 ns, 376.9212 us/op
WorkloadActual  42: 2048 op, 823251200.00 ns, 401.9781 us/op
WorkloadActual  43: 2048 op, 780285100.00 ns, 380.9986 us/op
WorkloadActual  44: 2048 op, 791919100.00 ns, 386.6792 us/op
WorkloadActual  45: 2048 op, 740395500.00 ns, 361.5212 us/op
WorkloadActual  46: 2048 op, 792870200.00 ns, 387.1437 us/op
WorkloadActual  47: 2048 op, 760964100.00 ns, 371.5645 us/op
WorkloadActual  48: 2048 op, 734333000.00 ns, 358.5610 us/op
WorkloadActual  49: 2048 op, 740282700.00 ns, 361.4662 us/op
WorkloadActual  50: 2048 op, 841198200.00 ns, 410.7413 us/op
WorkloadActual  51: 2048 op, 881516700.00 ns, 430.4281 us/op
WorkloadActual  52: 2048 op, 751732000.00 ns, 367.0566 us/op
WorkloadActual  53: 2048 op, 749362600.00 ns, 365.8997 us/op
WorkloadActual  54: 2048 op, 756851600.00 ns, 369.5564 us/op
WorkloadActual  55: 2048 op, 776182900.00 ns, 378.9956 us/op
WorkloadActual  56: 2048 op, 762536600.00 ns, 372.3323 us/op
WorkloadActual  57: 2048 op, 750056900.00 ns, 366.2387 us/op
WorkloadActual  58: 2048 op, 877458300.00 ns, 428.4464 us/op
WorkloadActual  59: 2048 op, 806236100.00 ns, 393.6700 us/op
WorkloadActual  60: 2048 op, 767915700.00 ns, 374.9588 us/op
WorkloadActual  61: 2048 op, 814195200.00 ns, 397.5562 us/op
WorkloadActual  62: 2048 op, 826419200.00 ns, 403.5250 us/op
WorkloadActual  63: 2048 op, 845673300.00 ns, 412.9264 us/op
WorkloadActual  64: 2048 op, 835146200.00 ns, 407.7862 us/op
WorkloadActual  65: 2048 op, 767093700.00 ns, 374.5575 us/op
WorkloadActual  66: 2048 op, 736156100.00 ns, 359.4512 us/op
WorkloadActual  67: 2048 op, 777187900.00 ns, 379.4863 us/op
WorkloadActual  68: 2048 op, 762657500.00 ns, 372.3914 us/op
WorkloadActual  69: 2048 op, 747651600.00 ns, 365.0643 us/op
WorkloadActual  70: 2048 op, 848700600.00 ns, 414.4046 us/op
WorkloadActual  71: 2048 op, 781549800.00 ns, 381.6161 us/op
WorkloadActual  72: 2048 op, 760560700.00 ns, 371.3675 us/op
WorkloadActual  73: 2048 op, 860680600.00 ns, 420.2542 us/op
WorkloadActual  74: 2048 op, 833515700.00 ns, 406.9901 us/op
WorkloadActual  75: 2048 op, 828628500.00 ns, 404.6038 us/op
WorkloadActual  76: 2048 op, 753404300.00 ns, 367.8732 us/op
WorkloadActual  77: 2048 op, 825250600.00 ns, 402.9544 us/op
WorkloadActual  78: 2048 op, 839476800.00 ns, 409.9008 us/op
WorkloadActual  79: 2048 op, 875420800.00 ns, 427.4516 us/op
WorkloadActual  80: 2048 op, 755952600.00 ns, 369.1175 us/op
WorkloadActual  81: 2048 op, 779898800.00 ns, 380.8100 us/op
WorkloadActual  82: 2048 op, 781284400.00 ns, 381.4865 us/op
WorkloadActual  83: 2048 op, 770721700.00 ns, 376.3290 us/op
WorkloadActual  84: 2048 op, 858404300.00 ns, 419.1427 us/op
WorkloadActual  85: 2048 op, 812282000.00 ns, 396.6221 us/op
WorkloadActual  86: 2048 op, 789433300.00 ns, 385.4655 us/op
WorkloadActual  87: 2048 op, 745189800.00 ns, 363.8622 us/op
WorkloadActual  88: 2048 op, 772685800.00 ns, 377.2880 us/op
WorkloadActual  89: 2048 op, 808407000.00 ns, 394.7300 us/op
WorkloadActual  90: 2048 op, 729999300.00 ns, 356.4450 us/op
WorkloadActual  91: 2048 op, 752029100.00 ns, 367.2017 us/op
WorkloadActual  92: 2048 op, 790982500.00 ns, 386.2219 us/op
WorkloadActual  93: 2048 op, 769804500.00 ns, 375.8811 us/op
WorkloadActual  94: 2048 op, 763910300.00 ns, 373.0031 us/op
WorkloadActual  95: 2048 op, 757272500.00 ns, 369.7620 us/op
WorkloadActual  96: 2048 op, 732548900.00 ns, 357.6899 us/op
WorkloadActual  97: 2048 op, 749946600.00 ns, 366.1849 us/op
WorkloadActual  98: 2048 op, 764734500.00 ns, 373.4055 us/op
WorkloadActual  99: 2048 op, 760648900.00 ns, 371.4106 us/op
WorkloadActual  100: 2048 op, 721176200.00 ns, 352.1368 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 705406300.00 ns, 344.4367 us/op
WorkloadResult   2: 2048 op, 935943000.00 ns, 457.0034 us/op
WorkloadResult   3: 2048 op, 805664500.00 ns, 393.3909 us/op
WorkloadResult   4: 2048 op, 889980200.00 ns, 434.5606 us/op
WorkloadResult   5: 2048 op, 969135000.00 ns, 473.2104 us/op
WorkloadResult   6: 2048 op, 840564100.00 ns, 410.4317 us/op
WorkloadResult   7: 2048 op, 884916800.00 ns, 432.0883 us/op
WorkloadResult   8: 2048 op, 941709000.00 ns, 459.8188 us/op
WorkloadResult   9: 2048 op, 934916300.00 ns, 456.5021 us/op
WorkloadResult  10: 2048 op, 910250400.00 ns, 444.4582 us/op
WorkloadResult  11: 2048 op, 930200800.00 ns, 454.1996 us/op
WorkloadResult  12: 2048 op, 983498600.00 ns, 480.2239 us/op
WorkloadResult  13: 2048 op, 853227300.00 ns, 416.6149 us/op
WorkloadResult  14: 2048 op, 794191300.00 ns, 387.7887 us/op
WorkloadResult  15: 2048 op, 814198500.00 ns, 397.5579 us/op
WorkloadResult  16: 2048 op, 802189900.00 ns, 391.6943 us/op
WorkloadResult  17: 2048 op, 887337800.00 ns, 433.2704 us/op
WorkloadResult  18: 2048 op, 794411600.00 ns, 387.8963 us/op
WorkloadResult  19: 2048 op, 842256100.00 ns, 411.2579 us/op
WorkloadResult  20: 2048 op, 759430500.00 ns, 370.8157 us/op
WorkloadResult  21: 2048 op, 765439600.00 ns, 373.7498 us/op
WorkloadResult  22: 2048 op, 782192500.00 ns, 381.9299 us/op
WorkloadResult  23: 2048 op, 808491900.00 ns, 394.7714 us/op
WorkloadResult  24: 2048 op, 760547800.00 ns, 371.3612 us/op
WorkloadResult  25: 2048 op, 807083900.00 ns, 394.0839 us/op
WorkloadResult  26: 2048 op, 809861600.00 ns, 395.4402 us/op
WorkloadResult  27: 2048 op, 762793000.00 ns, 372.4575 us/op
WorkloadResult  28: 2048 op, 798721800.00 ns, 390.0009 us/op
WorkloadResult  29: 2048 op, 812356800.00 ns, 396.6586 us/op
WorkloadResult  30: 2048 op, 816839200.00 ns, 398.8473 us/op
WorkloadResult  31: 2048 op, 771930700.00 ns, 376.9193 us/op
WorkloadResult  32: 2048 op, 823247200.00 ns, 401.9762 us/op
WorkloadResult  33: 2048 op, 780281100.00 ns, 380.9966 us/op
WorkloadResult  34: 2048 op, 791915100.00 ns, 386.6773 us/op
WorkloadResult  35: 2048 op, 740391500.00 ns, 361.5193 us/op
WorkloadResult  36: 2048 op, 792866200.00 ns, 387.1417 us/op
WorkloadResult  37: 2048 op, 760960100.00 ns, 371.5625 us/op
WorkloadResult  38: 2048 op, 734329000.00 ns, 358.5591 us/op
WorkloadResult  39: 2048 op, 740278700.00 ns, 361.4642 us/op
WorkloadResult  40: 2048 op, 841194200.00 ns, 410.7394 us/op
WorkloadResult  41: 2048 op, 881512700.00 ns, 430.4261 us/op
WorkloadResult  42: 2048 op, 751728000.00 ns, 367.0547 us/op
WorkloadResult  43: 2048 op, 749358600.00 ns, 365.8978 us/op
WorkloadResult  44: 2048 op, 756847600.00 ns, 369.5545 us/op
WorkloadResult  45: 2048 op, 776178900.00 ns, 378.9936 us/op
WorkloadResult  46: 2048 op, 762532600.00 ns, 372.3304 us/op
WorkloadResult  47: 2048 op, 750052900.00 ns, 366.2368 us/op
WorkloadResult  48: 2048 op, 877454300.00 ns, 428.4445 us/op
WorkloadResult  49: 2048 op, 806232100.00 ns, 393.6680 us/op
WorkloadResult  50: 2048 op, 767911700.00 ns, 374.9569 us/op
WorkloadResult  51: 2048 op, 814191200.00 ns, 397.5543 us/op
WorkloadResult  52: 2048 op, 826415200.00 ns, 403.5230 us/op
WorkloadResult  53: 2048 op, 845669300.00 ns, 412.9245 us/op
WorkloadResult  54: 2048 op, 835142200.00 ns, 407.7843 us/op
WorkloadResult  55: 2048 op, 767089700.00 ns, 374.5555 us/op
WorkloadResult  56: 2048 op, 736152100.00 ns, 359.4493 us/op
WorkloadResult  57: 2048 op, 777183900.00 ns, 379.4843 us/op
WorkloadResult  58: 2048 op, 762653500.00 ns, 372.3894 us/op
WorkloadResult  59: 2048 op, 747647600.00 ns, 365.0623 us/op
WorkloadResult  60: 2048 op, 848696600.00 ns, 414.4026 us/op
WorkloadResult  61: 2048 op, 781545800.00 ns, 381.6142 us/op
WorkloadResult  62: 2048 op, 760556700.00 ns, 371.3656 us/op
WorkloadResult  63: 2048 op, 860676600.00 ns, 420.2522 us/op
WorkloadResult  64: 2048 op, 833511700.00 ns, 406.9881 us/op
WorkloadResult  65: 2048 op, 828624500.00 ns, 404.6018 us/op
WorkloadResult  66: 2048 op, 753400300.00 ns, 367.8712 us/op
WorkloadResult  67: 2048 op, 825246600.00 ns, 402.9524 us/op
WorkloadResult  68: 2048 op, 839472800.00 ns, 409.8988 us/op
WorkloadResult  69: 2048 op, 875416800.00 ns, 427.4496 us/op
WorkloadResult  70: 2048 op, 755948600.00 ns, 369.1155 us/op
WorkloadResult  71: 2048 op, 779894800.00 ns, 380.8080 us/op
WorkloadResult  72: 2048 op, 781280400.00 ns, 381.4846 us/op
WorkloadResult  73: 2048 op, 770717700.00 ns, 376.3270 us/op
WorkloadResult  74: 2048 op, 858400300.00 ns, 419.1408 us/op
WorkloadResult  75: 2048 op, 812278000.00 ns, 396.6201 us/op
WorkloadResult  76: 2048 op, 789429300.00 ns, 385.4635 us/op
WorkloadResult  77: 2048 op, 745185800.00 ns, 363.8603 us/op
WorkloadResult  78: 2048 op, 772681800.00 ns, 377.2860 us/op
WorkloadResult  79: 2048 op, 808403000.00 ns, 394.7280 us/op
WorkloadResult  80: 2048 op, 729995300.00 ns, 356.4430 us/op
WorkloadResult  81: 2048 op, 752025100.00 ns, 367.1998 us/op
WorkloadResult  82: 2048 op, 790978500.00 ns, 386.2200 us/op
WorkloadResult  83: 2048 op, 769800500.00 ns, 375.8792 us/op
WorkloadResult  84: 2048 op, 763906300.00 ns, 373.0011 us/op
WorkloadResult  85: 2048 op, 757268500.00 ns, 369.7600 us/op
WorkloadResult  86: 2048 op, 732544900.00 ns, 357.6879 us/op
WorkloadResult  87: 2048 op, 749942600.00 ns, 366.1829 us/op
WorkloadResult  88: 2048 op, 764730500.00 ns, 373.4036 us/op
WorkloadResult  89: 2048 op, 760644900.00 ns, 371.4086 us/op
WorkloadResult  90: 2048 op, 721172200.00 ns, 352.1349 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 392.5102 us, StdErr = 3.0172 us (0.77%); N = 90, StdDev = 28.6241 us
Min = 344.4367 us, Q1 = 371.4086 us, Median = 386.4486 us, Q3 = 407.7843 us, Max = 480.2239 us
IQR = 36.3756 us, LowerFence = 316.8452 us, UpperFence = 462.3477 us
ConfidenceInterval = [382.2419 us; 402.7786 us] (CI 99.9%), Margin = 10.2684 us (2.62% of Mean)
Skewness = 1.02, Kurtosis = 3.59, MValue = 2.78

// **************************
// Benchmark: Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFmaWSpanPtr" --job "Core" --benchmarkId 3 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 643700.00 ns, 643.7000 us/op
WorkloadJitting  1: 1 op, 4699600.00 ns, 4.6996 ms/op

OverheadJitting  2: 16 op, 1326800.00 ns, 82.9250 us/op
WorkloadJitting  2: 16 op, 10360200.00 ns, 647.5125 us/op

WorkloadPilot    1: 16 op, 10569100.00 ns, 660.5688 us/op
WorkloadPilot    2: 32 op, 14462000.00 ns, 451.9375 us/op
WorkloadPilot    3: 64 op, 24539700.00 ns, 383.4328 us/op
WorkloadPilot    4: 128 op, 43311300.00 ns, 338.3695 us/op
WorkloadPilot    5: 256 op, 90963900.00 ns, 355.3277 us/op
WorkloadPilot    6: 512 op, 188590800.00 ns, 368.3414 us/op
WorkloadPilot    7: 1024 op, 395310800.00 ns, 386.0457 us/op
WorkloadPilot    8: 2048 op, 719972700.00 ns, 351.5492 us/op

OverheadWarmup   1: 2048 op, 7700.00 ns, 3.7598 ns/op
OverheadWarmup   2: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   3: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadWarmup   4: 2048 op, 4600.00 ns, 2.2461 ns/op
OverheadWarmup   5: 2048 op, 5200.00 ns, 2.5391 ns/op
OverheadWarmup   6: 2048 op, 5700.00 ns, 2.7832 ns/op
OverheadWarmup   7: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadWarmup   8: 2048 op, 9800.00 ns, 4.7852 ns/op
OverheadWarmup   9: 2048 op, 3900.00 ns, 1.9043 ns/op

OverheadActual   1: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadActual   2: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   3: 2048 op, 12400.00 ns, 6.0547 ns/op
OverheadActual   4: 2048 op, 5200.00 ns, 2.5391 ns/op
OverheadActual   5: 2048 op, 10000.00 ns, 4.8828 ns/op
OverheadActual   6: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual   7: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual   8: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual   9: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  10: 2048 op, 7100.00 ns, 3.4668 ns/op
OverheadActual  11: 2048 op, 4900.00 ns, 2.3926 ns/op
OverheadActual  12: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadActual  13: 2048 op, 9100.00 ns, 4.4434 ns/op
OverheadActual  14: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  15: 2048 op, 5900.00 ns, 2.8809 ns/op
OverheadActual  16: 2048 op, 6400.00 ns, 3.1250 ns/op
OverheadActual  17: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  18: 2048 op, 5100.00 ns, 2.4902 ns/op
OverheadActual  19: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  20: 2048 op, 3700.00 ns, 1.8066 ns/op

WorkloadWarmup   1: 2048 op, 735595000.00 ns, 359.1772 us/op
WorkloadWarmup   2: 2048 op, 752564500.00 ns, 367.4631 us/op
WorkloadWarmup   3: 2048 op, 692207900.00 ns, 337.9921 us/op
WorkloadWarmup   4: 2048 op, 727735900.00 ns, 355.3398 us/op
WorkloadWarmup   5: 2048 op, 735689300.00 ns, 359.2233 us/op
WorkloadWarmup   6: 2048 op, 689880200.00 ns, 336.8556 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 728204700.00 ns, 355.5687 us/op
WorkloadActual   2: 2048 op, 745515900.00 ns, 364.0214 us/op
WorkloadActual   3: 2048 op, 731347300.00 ns, 357.1032 us/op
WorkloadActual   4: 2048 op, 732360800.00 ns, 357.5980 us/op
WorkloadActual   5: 2048 op, 719149700.00 ns, 351.1473 us/op
WorkloadActual   6: 2048 op, 720594800.00 ns, 351.8529 us/op
WorkloadActual   7: 2048 op, 727312300.00 ns, 355.1330 us/op
WorkloadActual   8: 2048 op, 744917600.00 ns, 363.7293 us/op
WorkloadActual   9: 2048 op, 726248900.00 ns, 354.6137 us/op
WorkloadActual  10: 2048 op, 747626700.00 ns, 365.0521 us/op
WorkloadActual  11: 2048 op, 715355400.00 ns, 349.2946 us/op
WorkloadActual  12: 2048 op, 699390700.00 ns, 341.4994 us/op
WorkloadActual  13: 2048 op, 782700800.00 ns, 382.1781 us/op
WorkloadActual  14: 2048 op, 749819500.00 ns, 366.1228 us/op
WorkloadActual  15: 2048 op, 731430400.00 ns, 357.1438 us/op
WorkloadActual  16: 2048 op, 777149700.00 ns, 379.4676 us/op
WorkloadActual  17: 2048 op, 773048300.00 ns, 377.4650 us/op
WorkloadActual  18: 2048 op, 735172700.00 ns, 358.9710 us/op
WorkloadActual  19: 2048 op, 746747600.00 ns, 364.6229 us/op
WorkloadActual  20: 2048 op, 728563700.00 ns, 355.7440 us/op
WorkloadActual  21: 2048 op, 703041300.00 ns, 343.2819 us/op
WorkloadActual  22: 2048 op, 742158000.00 ns, 362.3818 us/op
WorkloadActual  23: 2048 op, 710171600.00 ns, 346.7635 us/op
WorkloadActual  24: 2048 op, 720857300.00 ns, 351.9811 us/op
WorkloadActual  25: 2048 op, 707158300.00 ns, 345.2921 us/op
WorkloadActual  26: 2048 op, 731072400.00 ns, 356.9689 us/op
WorkloadActual  27: 2048 op, 713339900.00 ns, 348.3105 us/op
WorkloadActual  28: 2048 op, 725734500.00 ns, 354.3625 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 728199750.00 ns, 355.5663 us/op
WorkloadResult   2: 2048 op, 745510950.00 ns, 364.0190 us/op
WorkloadResult   3: 2048 op, 731342350.00 ns, 357.1008 us/op
WorkloadResult   4: 2048 op, 732355850.00 ns, 357.5956 us/op
WorkloadResult   5: 2048 op, 719144750.00 ns, 351.1449 us/op
WorkloadResult   6: 2048 op, 720589850.00 ns, 351.8505 us/op
