// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\241af59a-5be8-4545-b632-700849791d81
// command took 2.95s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\241af59a-5be8-4545-b632-700849791d81
// command took 4.63s and exited with 0
// ***** Done, took 00:00:07 (7.81 sec)   *****
// Found 4 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "241af59a-5be8-4545-b632-700849791d81.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\241af59a-5be8-4545-b632-700849791d81\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadActual  19: 512 op, 2100.00 ns, 4.1016 ns/op
OverheadActual  20: 512 op, 2000.00 ns, 3.9062 ns/op

WorkloadWarmup   1: 512 op, 728049400.00 ns, 1.4220 ms/op
WorkloadWarmup   2: 512 op, 721288100.00 ns, 1.4088 ms/op
WorkloadWarmup   3: 512 op, 734462600.00 ns, 1.4345 ms/op
WorkloadWarmup   4: 512 op, 720040800.00 ns, 1.4063 ms/op
WorkloadWarmup   5: 512 op, 752868700.00 ns, 1.4704 ms/op
WorkloadWarmup   6: 512 op, 720816300.00 ns, 1.4078 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 714846800.00 ns, 1.3962 ms/op
WorkloadActual   2: 512 op, 715105500.00 ns, 1.3967 ms/op
WorkloadActual   3: 512 op, 717586200.00 ns, 1.4015 ms/op
WorkloadActual   4: 512 op, 718252600.00 ns, 1.4028 ms/op
WorkloadActual   5: 512 op, 698567400.00 ns, 1.3644 ms/op
WorkloadActual   6: 512 op, 714287700.00 ns, 1.3951 ms/op
WorkloadActual   7: 512 op, 730289200.00 ns, 1.4263 ms/op
WorkloadActual   8: 512 op, 704820900.00 ns, 1.3766 ms/op
WorkloadActual   9: 512 op, 714988000.00 ns, 1.3965 ms/op
WorkloadActual  10: 512 op, 721655200.00 ns, 1.4095 ms/op
WorkloadActual  11: 512 op, 715324200.00 ns, 1.3971 ms/op
WorkloadActual  12: 512 op, 723633300.00 ns, 1.4133 ms/op
WorkloadActual  13: 512 op, 713714900.00 ns, 1.3940 ms/op
WorkloadActual  14: 512 op, 731546400.00 ns, 1.4288 ms/op
WorkloadActual  15: 512 op, 726129300.00 ns, 1.4182 ms/op

// AfterActualRun
WorkloadResult   1: 512 op, 714845200.00 ns, 1.3962 ms/op
WorkloadResult   2: 512 op, 715103900.00 ns, 1.3967 ms/op
WorkloadResult   3: 512 op, 717584600.00 ns, 1.4015 ms/op
WorkloadResult   4: 512 op, 718251000.00 ns, 1.4028 ms/op
WorkloadResult   5: 512 op, 698565800.00 ns, 1.3644 ms/op
WorkloadResult   6: 512 op, 714286100.00 ns, 1.3951 ms/op
WorkloadResult   7: 512 op, 730287600.00 ns, 1.4263 ms/op
WorkloadResult   8: 512 op, 704819300.00 ns, 1.3766 ms/op
WorkloadResult   9: 512 op, 714986400.00 ns, 1.3965 ms/op
WorkloadResult  10: 512 op, 721653600.00 ns, 1.4095 ms/op
WorkloadResult  11: 512 op, 715322600.00 ns, 1.3971 ms/op
WorkloadResult  12: 512 op, 723631700.00 ns, 1.4133 ms/op
WorkloadResult  13: 512 op, 713713300.00 ns, 1.3940 ms/op
WorkloadResult  14: 512 op, 731544800.00 ns, 1.4288 ms/op
WorkloadResult  15: 512 op, 726127700.00 ns, 1.4182 ms/op
GC:  0 0 0 0 512

// AfterAll

Mean = 1.4011 ms, StdErr = 0.0044 ms (0.31%); N = 15, StdDev = 0.0170 ms
Min = 1.3644 ms, Q1 = 1.3951 ms, Median = 1.3971 ms, Q3 = 1.4133 ms, Max = 1.4288 ms
IQR = 0.0183 ms, LowerFence = 1.3677 ms, UpperFence = 1.4407 ms
ConfidenceInterval = [1.3830 ms; 1.4193 ms] (CI 99.9%), Margin = 0.0182 ms (1.30% of Mean)
Skewness = -0.28, Kurtosis = 2.64, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "241af59a-5be8-4545-b632-700849791d81.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicGroup4" --job "Core" --benchmarkId 3 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\241af59a-5be8-4545-b632-700849791d81\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 357100.00 ns, 357.1000 us/op
WorkloadJitting  1: 1 op, 5530000.00 ns, 5.5300 ms/op

OverheadJitting  2: 16 op, 565000.00 ns, 35.3125 us/op
WorkloadJitting  2: 16 op, 17464200.00 ns, 1.0915 ms/op

WorkloadPilot    1: 16 op, 21090100.00 ns, 1.3181 ms/op
WorkloadPilot    2: 32 op, 26352800.00 ns, 823.5250 us/op
WorkloadPilot    3: 64 op, 64023100.00 ns, 1.0004 ms/op
WorkloadPilot    4: 128 op, 113075200.00 ns, 883.4000 us/op
WorkloadPilot    5: 256 op, 263199900.00 ns, 1.0281 ms/op
WorkloadPilot    6: 512 op, 468335700.00 ns, 914.7182 us/op
WorkloadPilot    7: 1024 op, 958294100.00 ns, 935.8341 us/op

OverheadWarmup   1: 1024 op, 5100.00 ns, 4.9805 ns/op
OverheadWarmup   2: 1024 op, 3800.00 ns, 3.7109 ns/op
OverheadWarmup   3: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadWarmup   4: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadWarmup   5: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   6: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadWarmup   7: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadWarmup   8: 1024 op, 3200.00 ns, 3.1250 ns/op
OverheadWarmup   9: 1024 op, 2400.00 ns, 2.3438 ns/op

OverheadActual   1: 1024 op, 3200.00 ns, 3.1250 ns/op
OverheadActual   2: 1024 op, 3700.00 ns, 3.6133 ns/op
OverheadActual   3: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual   4: 1024 op, 3700.00 ns, 3.6133 ns/op
OverheadActual   5: 1024 op, 14100.00 ns, 13.7695 ns/op
OverheadActual   6: 1024 op, 4100.00 ns, 4.0039 ns/op
OverheadActual   7: 1024 op, 3200.00 ns, 3.1250 ns/op
OverheadActual   8: 1024 op, 3800.00 ns, 3.7109 ns/op
OverheadActual   9: 1024 op, 3300.00 ns, 3.2227 ns/op
OverheadActual  10: 1024 op, 13200.00 ns, 12.8906 ns/op
OverheadActual  11: 1024 op, 4300.00 ns, 4.1992 ns/op
OverheadActual  12: 1024 op, 2600.00 ns, 2.5391 ns/op
OverheadActual  13: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  14: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  15: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual  16: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual  17: 1024 op, 3300.00 ns, 3.2227 ns/op
OverheadActual  18: 1024 op, 6000.00 ns, 5.8594 ns/op
OverheadActual  19: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual  20: 1024 op, 2900.00 ns, 2.8320 ns/op

WorkloadWarmup   1: 1024 op, 938213800.00 ns, 916.2244 us/op
WorkloadWarmup   2: 1024 op, 937720200.00 ns, 915.7424 us/op
WorkloadWarmup   3: 1024 op, 980656000.00 ns, 957.6719 us/op
WorkloadWarmup   4: 1024 op, 910669900.00 ns, 889.3261 us/op
WorkloadWarmup   5: 1024 op, 943362100.00 ns, 921.2521 us/op
WorkloadWarmup   6: 1024 op, 952247900.00 ns, 929.9296 us/op
WorkloadWarmup   7: 1024 op, 961472000.00 ns, 938.9375 us/op
WorkloadWarmup   8: 1024 op, 956717200.00 ns, 934.2941 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 965988400.00 ns, 943.3480 us/op
WorkloadActual   2: 1024 op, 982558800.00 ns, 959.5301 us/op
WorkloadActual   3: 1024 op, 954330500.00 ns, 931.9634 us/op
WorkloadActual   4: 1024 op, 981431800.00 ns, 958.4295 us/op
WorkloadActual   5: 1024 op, 984980400.00 ns, 961.8949 us/op
WorkloadActual   6: 1024 op, 944855600.00 ns, 922.7105 us/op
WorkloadActual   7: 1024 op, 943531400.00 ns, 921.4174 us/op
WorkloadActual   8: 1024 op, 967737600.00 ns, 945.0562 us/op
WorkloadActual   9: 1024 op, 943175300.00 ns, 921.0696 us/op
WorkloadActual  10: 1024 op, 919795500.00 ns, 898.2378 us/op
WorkloadActual  11: 1024 op, 941157500.00 ns, 919.0991 us/op
WorkloadActual  12: 1024 op, 935404800.00 ns, 913.4813 us/op
WorkloadActual  13: 1024 op, 974622100.00 ns, 951.7794 us/op
WorkloadActual  14: 1024 op, 992533800.00 ns, 969.2713 us/op
WorkloadActual  15: 1024 op, 957249800.00 ns, 934.8143 us/op
WorkloadActual  16: 1024 op, 1066250300.00 ns, 1.0413 ms/op
WorkloadActual  17: 1024 op, 973757900.00 ns, 950.9354 us/op
WorkloadActual  18: 1024 op, 932162000.00 ns, 910.3145 us/op
WorkloadActual  19: 1024 op, 936265000.00 ns, 914.3213 us/op
WorkloadActual  20: 1024 op, 948290900.00 ns, 926.0653 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 965985150.00 ns, 943.3449 us/op
WorkloadResult   2: 1024 op, 982555550.00 ns, 959.5269 us/op
WorkloadResult   3: 1024 op, 954327250.00 ns, 931.9602 us/op
WorkloadResult   4: 1024 op, 981428550.00 ns, 958.4263 us/op
WorkloadResult   5: 1024 op, 984977150.00 ns, 961.8917 us/op
WorkloadResult   6: 1024 op, 944852350.00 ns, 922.7074 us/op
WorkloadResult   7: 1024 op, 943528150.00 ns, 921.4142 us/op
WorkloadResult   8: 1024 op, 967734350.00 ns, 945.0531 us/op
WorkloadResult   9: 1024 op, 943172050.00 ns, 921.0665 us/op
WorkloadResult  10: 1024 op, 919792250.00 ns, 898.2346 us/op
WorkloadResult  11: 1024 op, 941154250.00 ns, 919.0959 us/op
WorkloadResult  12: 1024 op, 935401550.00 ns, 913.4781 us/op
WorkloadResult  13: 1024 op, 974618850.00 ns, 951.7762 us/op
WorkloadResult  14: 1024 op, 992530550.00 ns, 969.2681 us/op
WorkloadResult  15: 1024 op, 957246550.00 ns, 934.8111 us/op
WorkloadResult  16: 1024 op, 973754650.00 ns, 950.9323 us/op
WorkloadResult  17: 1024 op, 932158750.00 ns, 910.3113 us/op
WorkloadResult  18: 1024 op, 936261750.00 ns, 914.3181 us/op
WorkloadResult  19: 1024 op, 948287650.00 ns, 926.0622 us/op
GC:  0 0 0 0 1024

// AfterAll

Mean = 934.4042 us, StdErr = 4.6739 us (0.50%); N = 19, StdDev = 20.3731 us
Min = 898.2346 us, Q1 = 919.0959 us, Median = 931.9602 us, Q3 = 951.7762 us, Max = 969.2681 us
IQR = 32.6803 us, LowerFence = 870.0755 us, UpperFence = 1,000.7966 us
ConfidenceInterval = [916.0747 us; 952.7336 us] (CI 99.9%), Margin = 18.3294 us (1.96% of Mean)
Skewness = 0.1, Kurtosis = 1.68, MValue = 2.25

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report.csv
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report-github.md
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report.html

// * Detailed results *
Benchmarker.MultiplyAvx: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 416.2298 us, StdErr = 2.4388 us (0.59%); N = 83, StdDev = 22.2189 us
Min = 369.7356 us, Q1 = 400.4372 us, Median = 416.7919 us, Q3 = 430.0237 us, Max = 472.4466 us
IQR = 29.5865 us, LowerFence = 356.0574 us, UpperFence = 474.4035 us
ConfidenceInterval = [407.9057 us; 424.5540 us] (CI 99.9%), Margin = 8.3242 us (2.00% of Mean)
Skewness = 0.4, Kurtosis = 2.97, MValue = 2.42
-------------------- Histogram --------------------
[368.760 us ; 377.674 us) | @@@@
[377.674 us ; 393.960 us) | @@@@@@@
[393.960 us ; 405.601 us) | @@@@@@@@@@@@@@@@@
[405.601 us ; 414.778 us) | @@@@@@@@@@@@@
[414.778 us ; 425.554 us) | @@@@@@@@@@@@@@@@@@@
[425.554 us ; 441.365 us) | @@@@@@@@@@@@@
[441.365 us ; 451.543 us) | @@@@
[451.543 us ; 461.634 us) | @@@
[461.634 us ; 474.990 us) | @@@
---------------------------------------------------

Benchmarker.MultiplyFma: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 410.3118 us, StdErr = 1.8457 us (0.45%); N = 15, StdDev = 7.1483 us
Min = 396.4238 us, Q1 = 405.0838 us, Median = 410.1907 us, Q3 = 415.8356 us, Max = 422.4701 us
IQR = 10.7519 us, LowerFence = 388.9560 us, UpperFence = 431.9634 us
ConfidenceInterval = [402.6698 us; 417.9537 us] (CI 99.9%), Margin = 7.6419 us (1.86% of Mean)
Skewness = -0.21, Kurtosis = 2.13, MValue = 2
-------------------- Histogram --------------------
[393.888 us ; 407.510 us) | @@@@@
[407.510 us ; 425.006 us) | @@@@@@@@@@
---------------------------------------------------

Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 1.4011 ms, StdErr = 0.0044 ms (0.31%); N = 15, StdDev = 0.0170 ms
Min = 1.3644 ms, Q1 = 1.3951 ms, Median = 1.3971 ms, Q3 = 1.4133 ms, Max = 1.4288 ms
IQR = 0.0183 ms, LowerFence = 1.3677 ms, UpperFence = 1.4407 ms
ConfidenceInterval = [1.3830 ms; 1.4193 ms] (CI 99.9%), Margin = 0.0182 ms (1.30% of Mean)
Skewness = -0.28, Kurtosis = 2.64, MValue = 2
-------------------- Histogram --------------------
[1.358 ms ; 1.435 ms) | @@@@@@@@@@@@@@@
---------------------------------------------------

Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 934.4042 us, StdErr = 4.6739 us (0.50%); N = 19, StdDev = 20.3731 us
Min = 898.2346 us, Q1 = 919.0959 us, Median = 931.9602 us, Q3 = 951.7762 us, Max = 969.2681 us
IQR = 32.6803 us, LowerFence = 870.0755 us, UpperFence = 1,000.7966 us
ConfidenceInterval = [916.0747 us; 952.7336 us] (CI 99.9%), Margin = 18.3294 us (1.96% of Mean)
Skewness = 0.1, Kurtosis = 1.68, MValue = 2.25
-------------------- Histogram --------------------
[891.554 us ; 925.674 us) | @@@@@@@@
[925.674 us ; 946.848 us) | @@@@@
[946.848 us ; 975.949 us) | @@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.18362
Intel Xeon CPU E3-1505M v6 3.00GHz, 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.0.100
  [Host] : .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
  Core   : .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT

Job=Core  Runtime=Core  

|                Method |       Mean |     Error |    StdDev | Ratio | RatioSD | Rank | Gen 0 | Gen 1 | Gen 2 | Allocated |
|---------------------- |-----------:|----------:|----------:|------:|--------:|-----:|------:|------:|------:|----------:|
|           MultiplyAvx |   416.2 us |  8.324 us | 22.219 us |  0.30 |    0.01 |    1 |     - |     - |     - |         - |
|           MultiplyFma |   410.3 us |  7.642 us |  7.148 us |  0.29 |    0.01 |    1 |     - |     - |     - |         - |
| MultiplyClassicSingle | 1,401.1 us | 18.154 us | 16.981 us |  1.00 |    0.00 |    3 |     - |     - |     - |         - |
| MultiplyClassicGroup4 |   934.4 us | 18.329 us | 20.373 us |  0.67 |    0.02 |    2 |     - |     - |     - |         - |

// * Hints *
Outliers
  Benchmarker.MultiplyAvx: Core           -> 1 outlier  was  removed (482.31 us)
  Benchmarker.MultiplyFma: Core           -> 1 outlier  was  removed (437.39 us)
  Benchmarker.MultiplyClassicSingle: Core -> 1 outlier  was  detected (1.36 ms)
  Benchmarker.MultiplyClassicGroup4: Core -> 1 outlier  was  removed (1.04 ms)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 us      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:56 (116.53 sec), executed benchmarks: 4

Global total time: 00:02:04 (124.36 sec), executed benchmarks: 4
// * Artifacts cleanup *
