// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2
// command took 2.82s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2
// command took 6.91s and exited with 0
// ***** Done, took 00:00:10 (10.04 sec)   *****
// Found 4 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7c0c59ef-ba37-41df-8519-7f28d2f176c2.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadActual  31: 2048 op, 908754800.00 ns, 443.7279 us/op
WorkloadActual  32: 2048 op, 904569700.00 ns, 441.6844 us/op
WorkloadActual  33: 2048 op, 1013397200.00 ns, 494.8229 us/op
WorkloadActual  34: 2048 op, 1051750100.00 ns, 513.5499 us/op
WorkloadActual  35: 2048 op, 977088400.00 ns, 477.0939 us/op
WorkloadActual  36: 2048 op, 924131900.00 ns, 451.2363 us/op
WorkloadActual  37: 2048 op, 964615300.00 ns, 471.0036 us/op
WorkloadActual  38: 2048 op, 893432800.00 ns, 436.2465 us/op
WorkloadActual  39: 2048 op, 966942200.00 ns, 472.1397 us/op
WorkloadActual  40: 2048 op, 1020245000.00 ns, 498.1665 us/op
WorkloadActual  41: 2048 op, 955843700.00 ns, 466.7206 us/op
WorkloadActual  42: 2048 op, 872361700.00 ns, 425.9579 us/op
WorkloadActual  43: 2048 op, 901781700.00 ns, 440.3231 us/op
WorkloadActual  44: 2048 op, 829838000.00 ns, 405.1943 us/op
WorkloadActual  45: 2048 op, 902973100.00 ns, 440.9048 us/op
WorkloadActual  46: 2048 op, 908017200.00 ns, 443.3678 us/op
WorkloadActual  47: 2048 op, 958028900.00 ns, 467.7875 us/op
WorkloadActual  48: 2048 op, 960973200.00 ns, 469.2252 us/op
WorkloadActual  49: 2048 op, 910199100.00 ns, 444.4332 us/op
WorkloadActual  50: 2048 op, 847485000.00 ns, 413.8110 us/op
WorkloadActual  51: 2048 op, 884620700.00 ns, 431.9437 us/op
WorkloadActual  52: 2048 op, 875411400.00 ns, 427.4470 us/op
WorkloadActual  53: 2048 op, 880316800.00 ns, 429.8422 us/op
WorkloadActual  54: 2048 op, 875630600.00 ns, 427.5540 us/op
WorkloadActual  55: 2048 op, 899935900.00 ns, 439.4218 us/op
WorkloadActual  56: 2048 op, 886770200.00 ns, 432.9933 us/op
WorkloadActual  57: 2048 op, 877460300.00 ns, 428.4474 us/op
WorkloadActual  58: 2048 op, 886313800.00 ns, 432.7704 us/op
WorkloadActual  59: 2048 op, 874496800.00 ns, 427.0004 us/op
WorkloadActual  60: 2048 op, 893175800.00 ns, 436.1210 us/op
WorkloadActual  61: 2048 op, 945247400.00 ns, 461.5466 us/op
WorkloadActual  62: 2048 op, 912383500.00 ns, 445.4998 us/op
WorkloadActual  63: 2048 op, 889494800.00 ns, 434.3236 us/op
WorkloadActual  64: 2048 op, 880247500.00 ns, 429.8083 us/op
WorkloadActual  65: 2048 op, 887129400.00 ns, 433.1687 us/op
WorkloadActual  66: 2048 op, 896972500.00 ns, 437.9749 us/op
WorkloadActual  67: 2048 op, 933132200.00 ns, 455.6310 us/op
WorkloadActual  68: 2048 op, 898667700.00 ns, 438.8026 us/op
WorkloadActual  69: 2048 op, 901688100.00 ns, 440.2774 us/op
WorkloadActual  70: 2048 op, 857527400.00 ns, 418.7146 us/op
WorkloadActual  71: 2048 op, 907897700.00 ns, 443.3094 us/op
WorkloadActual  72: 2048 op, 890149700.00 ns, 434.6434 us/op
WorkloadActual  73: 2048 op, 877588400.00 ns, 428.5100 us/op
WorkloadActual  74: 2048 op, 952030100.00 ns, 464.8584 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 996751100.00 ns, 486.6949 us/op
WorkloadResult   2: 2048 op, 956557800.00 ns, 467.0692 us/op
WorkloadResult   3: 2048 op, 921659500.00 ns, 450.0291 us/op
WorkloadResult   4: 2048 op, 901766300.00 ns, 440.3156 us/op
WorkloadResult   5: 2048 op, 962564600.00 ns, 470.0022 us/op
WorkloadResult   6: 2048 op, 861116100.00 ns, 420.4668 us/op
WorkloadResult   7: 2048 op, 1000046700.00 ns, 488.3041 us/op
WorkloadResult   8: 2048 op, 931013900.00 ns, 454.5966 us/op
WorkloadResult   9: 2048 op, 950487900.00 ns, 464.1054 us/op
WorkloadResult  10: 2048 op, 1046431000.00 ns, 510.9526 us/op
WorkloadResult  11: 2048 op, 1049425900.00 ns, 512.4150 us/op
WorkloadResult  12: 2048 op, 1004675500.00 ns, 490.5642 us/op
WorkloadResult  13: 2048 op, 944049600.00 ns, 460.9617 us/op
WorkloadResult  14: 2048 op, 928518900.00 ns, 453.3784 us/op
WorkloadResult  15: 2048 op, 983060000.00 ns, 480.0098 us/op
WorkloadResult  16: 2048 op, 931669900.00 ns, 454.9169 us/op
WorkloadResult  17: 2048 op, 938712300.00 ns, 458.3556 us/op
WorkloadResult  18: 2048 op, 903537400.00 ns, 441.1804 us/op
WorkloadResult  19: 2048 op, 929956300.00 ns, 454.0802 us/op
WorkloadResult  20: 2048 op, 927855100.00 ns, 453.0542 us/op
WorkloadResult  21: 2048 op, 958085000.00 ns, 467.8149 us/op
WorkloadResult  22: 2048 op, 957972200.00 ns, 467.7599 us/op
WorkloadResult  23: 2048 op, 985639300.00 ns, 481.2692 us/op
WorkloadResult  24: 2048 op, 925802200.00 ns, 452.0519 us/op
WorkloadResult  25: 2048 op, 939301800.00 ns, 458.6435 us/op
WorkloadResult  26: 2048 op, 894137900.00 ns, 436.5908 us/op
WorkloadResult  27: 2048 op, 900110400.00 ns, 439.5070 us/op
WorkloadResult  28: 2048 op, 926689400.00 ns, 452.4851 us/op
WorkloadResult  29: 2048 op, 920585000.00 ns, 449.5044 us/op
WorkloadResult  30: 2048 op, 930540900.00 ns, 454.3657 us/op
WorkloadResult  31: 2048 op, 908748900.00 ns, 443.7250 us/op
WorkloadResult  32: 2048 op, 904563800.00 ns, 441.6815 us/op
WorkloadResult  33: 2048 op, 1013391300.00 ns, 494.8200 us/op
WorkloadResult  34: 2048 op, 977082500.00 ns, 477.0911 us/op
WorkloadResult  35: 2048 op, 924126000.00 ns, 451.2334 us/op
WorkloadResult  36: 2048 op, 964609400.00 ns, 471.0007 us/op
WorkloadResult  37: 2048 op, 893426900.00 ns, 436.2436 us/op
WorkloadResult  38: 2048 op, 966936300.00 ns, 472.1369 us/op
WorkloadResult  39: 2048 op, 1020239100.00 ns, 498.1636 us/op
WorkloadResult  40: 2048 op, 955837800.00 ns, 466.7177 us/op
WorkloadResult  41: 2048 op, 872355800.00 ns, 425.9550 us/op
WorkloadResult  42: 2048 op, 901775800.00 ns, 440.3202 us/op
WorkloadResult  43: 2048 op, 829832100.00 ns, 405.1915 us/op
WorkloadResult  44: 2048 op, 902967200.00 ns, 440.9020 us/op
WorkloadResult  45: 2048 op, 908011300.00 ns, 443.3649 us/op
WorkloadResult  46: 2048 op, 958023000.00 ns, 467.7847 us/op
WorkloadResult  47: 2048 op, 960967300.00 ns, 469.2223 us/op
WorkloadResult  48: 2048 op, 910193200.00 ns, 444.4303 us/op
WorkloadResult  49: 2048 op, 847479100.00 ns, 413.8082 us/op
WorkloadResult  50: 2048 op, 884614800.00 ns, 431.9408 us/op
WorkloadResult  51: 2048 op, 875405500.00 ns, 427.4441 us/op
WorkloadResult  52: 2048 op, 880310900.00 ns, 429.8393 us/op
WorkloadResult  53: 2048 op, 875624700.00 ns, 427.5511 us/op
WorkloadResult  54: 2048 op, 899930000.00 ns, 439.4189 us/op
WorkloadResult  55: 2048 op, 886764300.00 ns, 432.9904 us/op
WorkloadResult  56: 2048 op, 877454400.00 ns, 428.4445 us/op
WorkloadResult  57: 2048 op, 886307900.00 ns, 432.7675 us/op
WorkloadResult  58: 2048 op, 874490900.00 ns, 426.9975 us/op
WorkloadResult  59: 2048 op, 893169900.00 ns, 436.1181 us/op
WorkloadResult  60: 2048 op, 945241500.00 ns, 461.5437 us/op
WorkloadResult  61: 2048 op, 912377600.00 ns, 445.4969 us/op
WorkloadResult  62: 2048 op, 889488900.00 ns, 434.3208 us/op
WorkloadResult  63: 2048 op, 880241600.00 ns, 429.8055 us/op
WorkloadResult  64: 2048 op, 887123500.00 ns, 433.1658 us/op
WorkloadResult  65: 2048 op, 896966600.00 ns, 437.9720 us/op
WorkloadResult  66: 2048 op, 933126300.00 ns, 455.6281 us/op
WorkloadResult  67: 2048 op, 898661800.00 ns, 438.7997 us/op
WorkloadResult  68: 2048 op, 901682200.00 ns, 440.2745 us/op
WorkloadResult  69: 2048 op, 857521500.00 ns, 418.7117 us/op
WorkloadResult  70: 2048 op, 907891800.00 ns, 443.3065 us/op
WorkloadResult  71: 2048 op, 890143800.00 ns, 434.6405 us/op
WorkloadResult  72: 2048 op, 877582500.00 ns, 428.5071 us/op
WorkloadResult  73: 2048 op, 952024200.00 ns, 464.8556 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 451.4490 us, StdErr = 2.5987 us (0.58%); N = 73, StdDev = 22.2029 us
Min = 405.1915 us, Q1 = 435.3793 us, Median = 449.5044 us, Q3 = 466.8935 us, Max = 512.4150 us
IQR = 31.5141 us, LowerFence = 388.1081 us, UpperFence = 514.1647 us
ConfidenceInterval = [442.5334 us; 460.3646 us] (CI 99.9%), Margin = 8.9156 us (1.97% of Mean)
Skewness = 0.64, Kurtosis = 3.12, MValue = 2.21

// **************************
// Benchmark: Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7c0c59ef-ba37-41df-8519-7f28d2f176c2.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicSingle" --job "Core" --benchmarkId 2 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 21860700.00 ns, 21.8607 ms/op
WorkloadJitting  1: 1 op, 14088800.00 ns, 14.0888 ms/op

OverheadJitting  2: 16 op, 1042900.00 ns, 65.1813 us/op
WorkloadJitting  2: 16 op, 25546300.00 ns, 1.5966 ms/op

WorkloadPilot    1: 16 op, 24719000.00 ns, 1.5449 ms/op
WorkloadPilot    2: 32 op, 45514400.00 ns, 1.4223 ms/op
WorkloadPilot    3: 64 op, 84472600.00 ns, 1.3199 ms/op
WorkloadPilot    4: 128 op, 181495900.00 ns, 1.4179 ms/op
WorkloadPilot    5: 256 op, 352447000.00 ns, 1.3767 ms/op
WorkloadPilot    6: 512 op, 726207400.00 ns, 1.4184 ms/op

OverheadWarmup   1: 512 op, 4100.00 ns, 8.0078 ns/op
OverheadWarmup   2: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadWarmup   3: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadWarmup   4: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadWarmup   5: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadWarmup   6: 512 op, 1400.00 ns, 2.7344 ns/op

OverheadActual   1: 512 op, 2600.00 ns, 5.0781 ns/op
OverheadActual   2: 512 op, 2300.00 ns, 4.4922 ns/op
OverheadActual   3: 512 op, 2400.00 ns, 4.6875 ns/op
OverheadActual   4: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadActual   5: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual   6: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual   7: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   8: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual   9: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  10: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  11: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  12: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  13: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  14: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  15: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  16: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual  17: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  18: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual  19: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  20: 512 op, 2100.00 ns, 4.1016 ns/op

WorkloadWarmup   1: 512 op, 714162000.00 ns, 1.3948 ms/op
WorkloadWarmup   2: 512 op, 711701800.00 ns, 1.3900 ms/op
WorkloadWarmup   3: 512 op, 714271400.00 ns, 1.3951 ms/op
WorkloadWarmup   4: 512 op, 712138000.00 ns, 1.3909 ms/op
WorkloadWarmup   5: 512 op, 711411200.00 ns, 1.3895 ms/op
WorkloadWarmup   6: 512 op, 693084700.00 ns, 1.3537 ms/op
WorkloadWarmup   7: 512 op, 697384100.00 ns, 1.3621 ms/op
WorkloadWarmup   8: 512 op, 701596900.00 ns, 1.3703 ms/op
WorkloadWarmup   9: 512 op, 713950400.00 ns, 1.3944 ms/op
WorkloadWarmup  10: 512 op, 713639000.00 ns, 1.3938 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 713766900.00 ns, 1.3941 ms/op
WorkloadActual   2: 512 op, 712542800.00 ns, 1.3917 ms/op
WorkloadActual   3: 512 op, 684815700.00 ns, 1.3375 ms/op
WorkloadActual   4: 512 op, 697389200.00 ns, 1.3621 ms/op
WorkloadActual   5: 512 op, 714662400.00 ns, 1.3958 ms/op
WorkloadActual   6: 512 op, 717205900.00 ns, 1.4008 ms/op
WorkloadActual   7: 512 op, 710934900.00 ns, 1.3885 ms/op
WorkloadActual   8: 512 op, 697259800.00 ns, 1.3618 ms/op
WorkloadActual   9: 512 op, 696806700.00 ns, 1.3610 ms/op
WorkloadActual  10: 512 op, 722932000.00 ns, 1.4120 ms/op
WorkloadActual  11: 512 op, 720484300.00 ns, 1.4072 ms/op
WorkloadActual  12: 512 op, 700588600.00 ns, 1.3683 ms/op
WorkloadActual  13: 512 op, 709553700.00 ns, 1.3858 ms/op
WorkloadActual  14: 512 op, 689170800.00 ns, 1.3460 ms/op
WorkloadActual  15: 512 op, 697151100.00 ns, 1.3616 ms/op

// AfterActualRun
WorkloadResult   1: 512 op, 713765400.00 ns, 1.3941 ms/op
WorkloadResult   2: 512 op, 712541300.00 ns, 1.3917 ms/op
WorkloadResult   3: 512 op, 684814200.00 ns, 1.3375 ms/op
WorkloadResult   4: 512 op, 697387700.00 ns, 1.3621 ms/op
WorkloadResult   5: 512 op, 714660900.00 ns, 1.3958 ms/op
WorkloadResult   6: 512 op, 717204400.00 ns, 1.4008 ms/op
WorkloadResult   7: 512 op, 710933400.00 ns, 1.3885 ms/op
WorkloadResult   8: 512 op, 697258300.00 ns, 1.3618 ms/op
WorkloadResult   9: 512 op, 696805200.00 ns, 1.3609 ms/op
WorkloadResult  10: 512 op, 722930500.00 ns, 1.4120 ms/op
WorkloadResult  11: 512 op, 720482800.00 ns, 1.4072 ms/op
WorkloadResult  12: 512 op, 700587100.00 ns, 1.3683 ms/op
WorkloadResult  13: 512 op, 709552200.00 ns, 1.3858 ms/op
WorkloadResult  14: 512 op, 689169300.00 ns, 1.3460 ms/op
WorkloadResult  15: 512 op, 697149600.00 ns, 1.3616 ms/op
GC:  0 0 0 0 512

// AfterAll

Mean = 1.3783 ms, StdErr = 0.0059 ms (0.43%); N = 15, StdDev = 0.0228 ms
Min = 1.3375 ms, Q1 = 1.3616 ms, Median = 1.3858 ms, Q3 = 1.3958 ms, Max = 1.4120 ms
IQR = 0.0342 ms, LowerFence = 1.3103 ms, UpperFence = 1.4471 ms
ConfidenceInterval = [1.3539 ms; 1.4027 ms] (CI 99.9%), Margin = 0.0244 ms (1.77% of Mean)
Skewness = -0.19, Kurtosis = 1.63, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7c0c59ef-ba37-41df-8519-7f28d2f176c2.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicGroup4" --job "Core" --benchmarkId 3 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 463300.00 ns, 463.3000 us/op
WorkloadJitting  1: 1 op, 21042400.00 ns, 21.0424 ms/op

OverheadJitting  2: 16 op, 948900.00 ns, 59.3062 us/op
WorkloadJitting  2: 16 op, 22436600.00 ns, 1.4023 ms/op

WorkloadPilot    1: 16 op, 21080700.00 ns, 1.3175 ms/op
WorkloadPilot    2: 32 op, 42172900.00 ns, 1.3179 ms/op
WorkloadPilot    3: 64 op, 81761000.00 ns, 1.2775 ms/op
WorkloadPilot    4: 128 op, 176777700.00 ns, 1.3811 ms/op
WorkloadPilot    5: 256 op, 329508700.00 ns, 1.2871 ms/op
WorkloadPilot    6: 512 op, 601595900.00 ns, 1.1750 ms/op

OverheadWarmup   1: 512 op, 5700.00 ns, 11.1328 ns/op
OverheadWarmup   2: 512 op, 1900.00 ns, 3.7109 ns/op
OverheadWarmup   3: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadWarmup   4: 512 op, 2700.00 ns, 5.2734 ns/op
OverheadWarmup   5: 512 op, 4300.00 ns, 8.3984 ns/op
OverheadWarmup   6: 512 op, 1900.00 ns, 3.7109 ns/op
OverheadWarmup   7: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadWarmup   8: 512 op, 1900.00 ns, 3.7109 ns/op
OverheadWarmup   9: 512 op, 1800.00 ns, 3.5156 ns/op

OverheadActual   1: 512 op, 1900.00 ns, 3.7109 ns/op
OverheadActual   2: 512 op, 2100.00 ns, 4.1016 ns/op
OverheadActual   3: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   4: 512 op, 2400.00 ns, 4.6875 ns/op
OverheadActual   5: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual   6: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual   7: 512 op, 1800.00 ns, 3.5156 ns/op
OverheadActual   8: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual   9: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual  10: 512 op, 2100.00 ns, 4.1016 ns/op
OverheadActual  11: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadActual  12: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  13: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  14: 512 op, 3300.00 ns, 6.4453 ns/op
OverheadActual  15: 512 op, 2100.00 ns, 4.1016 ns/op
OverheadActual  16: 512 op, 3000.00 ns, 5.8594 ns/op
OverheadActual  17: 512 op, 2100.00 ns, 4.1016 ns/op
OverheadActual  18: 512 op, 2300.00 ns, 4.4922 ns/op
OverheadActual  19: 512 op, 2000.00 ns, 3.9062 ns/op
OverheadActual  20: 512 op, 2200.00 ns, 4.2969 ns/op

WorkloadWarmup   1: 512 op, 655177300.00 ns, 1.2796 ms/op
WorkloadWarmup   2: 512 op, 594664900.00 ns, 1.1615 ms/op
WorkloadWarmup   3: 512 op, 527869900.00 ns, 1.0310 ms/op
WorkloadWarmup   4: 512 op, 495913000.00 ns, 968.5801 us/op
WorkloadWarmup   5: 512 op, 622347500.00 ns, 1.2155 ms/op
WorkloadWarmup   6: 512 op, 575716500.00 ns, 1.1244 ms/op
WorkloadWarmup   7: 512 op, 574271000.00 ns, 1.1216 ms/op
WorkloadWarmup   8: 512 op, 573758000.00 ns, 1.1206 ms/op
WorkloadWarmup   9: 512 op, 657235700.00 ns, 1.2837 ms/op
WorkloadWarmup  10: 512 op, 623430200.00 ns, 1.2176 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 631317900.00 ns, 1.2330 ms/op
WorkloadActual   2: 512 op, 502637000.00 ns, 981.7129 us/op
WorkloadActual   3: 512 op, 655265800.00 ns, 1.2798 ms/op
WorkloadActual   4: 512 op, 635287800.00 ns, 1.2408 ms/op
WorkloadActual   5: 512 op, 542180700.00 ns, 1.0589 ms/op
WorkloadActual   6: 512 op, 560871200.00 ns, 1.0955 ms/op
WorkloadActual   7: 512 op, 557955200.00 ns, 1.0898 ms/op
WorkloadActual   8: 512 op, 476336300.00 ns, 930.3443 us/op
WorkloadActual   9: 512 op, 484666400.00 ns, 946.6141 us/op
WorkloadActual  10: 512 op, 486933000.00 ns, 951.0410 us/op
WorkloadActual  11: 512 op, 488457200.00 ns, 954.0180 us/op
WorkloadActual  12: 512 op, 504769900.00 ns, 985.8787 us/op
WorkloadActual  13: 512 op, 509339800.00 ns, 994.8043 us/op
WorkloadActual  14: 512 op, 460368000.00 ns, 899.1562 us/op
WorkloadActual  15: 512 op, 494711600.00 ns, 966.2336 us/op
WorkloadActual  16: 512 op, 481586200.00 ns, 940.5980 us/op
WorkloadActual  17: 512 op, 536171200.00 ns, 1.0472 ms/op
WorkloadActual  18: 512 op, 484358600.00 ns, 946.0129 us/op
WorkloadActual  19: 512 op, 644915000.00 ns, 1.2596 ms/op
WorkloadActual  20: 512 op, 525973800.00 ns, 1.0273 ms/op
WorkloadActual  21: 512 op, 461834500.00 ns, 902.0205 us/op
WorkloadActual  22: 512 op, 537713500.00 ns, 1.0502 ms/op
WorkloadActual  23: 512 op, 474577000.00 ns, 926.9082 us/op
WorkloadActual  24: 512 op, 551817100.00 ns, 1.0778 ms/op
WorkloadActual  25: 512 op, 492500300.00 ns, 961.9146 us/op
WorkloadActual  26: 512 op, 502503900.00 ns, 981.4529 us/op
WorkloadActual  27: 512 op, 455093400.00 ns, 888.8543 us/op
WorkloadActual  28: 512 op, 493876700.00 ns, 964.6029 us/op
WorkloadActual  29: 512 op, 549272200.00 ns, 1.0728 ms/op
WorkloadActual  30: 512 op, 543357300.00 ns, 1.0612 ms/op
WorkloadActual  31: 512 op, 545528500.00 ns, 1.0655 ms/op
WorkloadActual  32: 512 op, 556130400.00 ns, 1.0862 ms/op
WorkloadActual  33: 512 op, 503709900.00 ns, 983.8084 us/op
WorkloadActual  34: 512 op, 440348100.00 ns, 860.0549 us/op
WorkloadActual  35: 512 op, 449411000.00 ns, 877.7559 us/op
WorkloadActual  36: 512 op, 501170800.00 ns, 978.8492 us/op
WorkloadActual  37: 512 op, 465221200.00 ns, 908.6352 us/op
WorkloadActual  38: 512 op, 524463800.00 ns, 1.0243 ms/op
WorkloadActual  39: 512 op, 510403100.00 ns, 996.8811 us/op
WorkloadActual  40: 512 op, 502160200.00 ns, 980.7816 us/op
WorkloadActual  41: 512 op, 452301700.00 ns, 883.4018 us/op
WorkloadActual  42: 512 op, 477257800.00 ns, 932.1441 us/op
WorkloadActual  43: 512 op, 458614200.00 ns, 895.7309 us/op
WorkloadActual  44: 512 op, 488279900.00 ns, 953.6717 us/op
WorkloadActual  45: 512 op, 465450300.00 ns, 909.0826 us/op
WorkloadActual  46: 512 op, 467971500.00 ns, 914.0068 us/op
WorkloadActual  47: 512 op, 475359500.00 ns, 928.4365 us/op
WorkloadActual  48: 512 op, 435027200.00 ns, 849.6625 us/op
WorkloadActual  49: 512 op, 507569200.00 ns, 991.3461 us/op
WorkloadActual  50: 512 op, 473723400.00 ns, 925.2410 us/op
WorkloadActual  51: 512 op, 472510600.00 ns, 922.8723 us/op
WorkloadActual  52: 512 op, 460474100.00 ns, 899.3635 us/op
WorkloadActual  53: 512 op, 461679300.00 ns, 901.7174 us/op
WorkloadActual  54: 512 op, 466884500.00 ns, 911.8838 us/op
WorkloadActual  55: 512 op, 506892200.00 ns, 990.0238 us/op
WorkloadActual  56: 512 op, 556580700.00 ns, 1.0871 ms/op
WorkloadActual  57: 512 op, 558747200.00 ns, 1.0913 ms/op
WorkloadActual  58: 512 op, 512035200.00 ns, 1.0001 ms/op
WorkloadActual  59: 512 op, 500903900.00 ns, 978.3279 us/op
WorkloadActual  60: 512 op, 487880600.00 ns, 952.8918 us/op
WorkloadActual  61: 512 op, 457231000.00 ns, 893.0293 us/op
WorkloadActual  62: 512 op, 487295400.00 ns, 951.7488 us/op
WorkloadActual  63: 512 op, 469182600.00 ns, 916.3723 us/op
WorkloadActual  64: 512 op, 510279500.00 ns, 996.6396 us/op
WorkloadActual  65: 512 op, 455427600.00 ns, 889.5070 us/op
WorkloadActual  66: 512 op, 435588200.00 ns, 850.7582 us/op
WorkloadActual  67: 512 op, 457309700.00 ns, 893.1830 us/op
WorkloadActual  68: 512 op, 441201600.00 ns, 861.7219 us/op
WorkloadActual  69: 512 op, 488991300.00 ns, 955.0611 us/op
WorkloadActual  70: 512 op, 428306400.00 ns, 836.5359 us/op
WorkloadActual  71: 512 op, 473802000.00 ns, 925.3945 us/op
WorkloadActual  72: 512 op, 477696300.00 ns, 933.0006 us/op
WorkloadActual  73: 512 op, 500292900.00 ns, 977.1346 us/op
WorkloadActual  74: 512 op, 467997500.00 ns, 914.0576 us/op
WorkloadActual  75: 512 op, 468565400.00 ns, 915.1668 us/op
WorkloadActual  76: 512 op, 499542500.00 ns, 975.6689 us/op
WorkloadActual  77: 512 op, 463193800.00 ns, 904.6754 us/op
WorkloadActual  78: 512 op, 485161300.00 ns, 947.5807 us/op
WorkloadActual  79: 512 op, 456133600.00 ns, 890.8859 us/op
WorkloadActual  80: 512 op, 534902200.00 ns, 1.0447 ms/op
WorkloadActual  81: 512 op, 519033700.00 ns, 1.0137 ms/op
WorkloadActual  82: 512 op, 493076700.00 ns, 963.0404 us/op
WorkloadActual  83: 512 op, 511543200.00 ns, 999.1078 us/op
WorkloadActual  84: 512 op, 515532300.00 ns, 1.0069 ms/op
WorkloadActual  85: 512 op, 521662700.00 ns, 1.0189 ms/op
WorkloadActual  86: 512 op, 481817300.00 ns, 941.0494 us/op
WorkloadActual  87: 512 op, 515683600.00 ns, 1.0072 ms/op
