// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f
// command took 2.6s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f
// command took 5.08s and exited with 0
// ***** Done, took 00:00:07 (7.91 sec)   *****
// Found 8 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingleWPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "31f14d5f-cd38-4247-af3f-14a444d2217f.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadActual  28: 2048 op, 688312900.00 ns, 336.0903 us/op
WorkloadActual  29: 2048 op, 731341800.00 ns, 357.1005 us/op
WorkloadActual  30: 2048 op, 681329600.00 ns, 332.6805 us/op
WorkloadActual  31: 2048 op, 641611800.00 ns, 313.2870 us/op
WorkloadActual  32: 2048 op, 668341800.00 ns, 326.3388 us/op
WorkloadActual  33: 2048 op, 643947800.00 ns, 314.4276 us/op
WorkloadActual  34: 2048 op, 648489000.00 ns, 316.6450 us/op
WorkloadActual  35: 2048 op, 690222000.00 ns, 337.0225 us/op
WorkloadActual  36: 2048 op, 670444200.00 ns, 327.3653 us/op
WorkloadActual  37: 2048 op, 708996200.00 ns, 346.1896 us/op
WorkloadActual  38: 2048 op, 736991400.00 ns, 359.8591 us/op
WorkloadActual  39: 2048 op, 638802800.00 ns, 311.9154 us/op
WorkloadActual  40: 2048 op, 661196200.00 ns, 322.8497 us/op
WorkloadActual  41: 2048 op, 661708100.00 ns, 323.0997 us/op
WorkloadActual  42: 2048 op, 645906300.00 ns, 315.3839 us/op
WorkloadActual  43: 2048 op, 659173000.00 ns, 321.8618 us/op
WorkloadActual  44: 2048 op, 634165300.00 ns, 309.6510 us/op
WorkloadActual  45: 2048 op, 717110300.00 ns, 350.1515 us/op
WorkloadActual  46: 2048 op, 779394300.00 ns, 380.5636 us/op
WorkloadActual  47: 2048 op, 643508100.00 ns, 314.2129 us/op
WorkloadActual  48: 2048 op, 643879900.00 ns, 314.3945 us/op
WorkloadActual  49: 2048 op, 634684400.00 ns, 309.9045 us/op
WorkloadActual  50: 2048 op, 656091000.00 ns, 320.3569 us/op
WorkloadActual  51: 2048 op, 656924000.00 ns, 320.7637 us/op
WorkloadActual  52: 2048 op, 639943800.00 ns, 312.4726 us/op
WorkloadActual  53: 2048 op, 668011900.00 ns, 326.1777 us/op
WorkloadActual  54: 2048 op, 644030800.00 ns, 314.4682 us/op
WorkloadActual  55: 2048 op, 709350000.00 ns, 346.3623 us/op
WorkloadActual  56: 2048 op, 627680700.00 ns, 306.4847 us/op
WorkloadActual  57: 2048 op, 646118200.00 ns, 315.4874 us/op
WorkloadActual  58: 2048 op, 673498900.00 ns, 328.8569 us/op
WorkloadActual  59: 2048 op, 690183100.00 ns, 337.0035 us/op
WorkloadActual  60: 2048 op, 649052500.00 ns, 316.9202 us/op
WorkloadActual  61: 2048 op, 712610100.00 ns, 347.9542 us/op
WorkloadActual  62: 2048 op, 740051000.00 ns, 361.3530 us/op
WorkloadActual  63: 2048 op, 649950000.00 ns, 317.3584 us/op
WorkloadActual  64: 2048 op, 669702600.00 ns, 327.0032 us/op
WorkloadActual  65: 2048 op, 622749900.00 ns, 304.0771 us/op
WorkloadActual  66: 2048 op, 680227300.00 ns, 332.1422 us/op
WorkloadActual  67: 2048 op, 695624600.00 ns, 339.6604 us/op
WorkloadActual  68: 2048 op, 659612400.00 ns, 322.0764 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 725423900.00 ns, 354.2109 us/op
WorkloadResult   2: 2048 op, 666693700.00 ns, 325.5340 us/op
WorkloadResult   3: 2048 op, 669994800.00 ns, 327.1459 us/op
WorkloadResult   4: 2048 op, 635863200.00 ns, 310.4801 us/op
WorkloadResult   5: 2048 op, 654392400.00 ns, 319.5275 us/op
WorkloadResult   6: 2048 op, 634349900.00 ns, 309.7412 us/op
WorkloadResult   7: 2048 op, 656842900.00 ns, 320.7241 us/op
WorkloadResult   8: 2048 op, 660236900.00 ns, 322.3813 us/op
WorkloadResult   9: 2048 op, 626544800.00 ns, 305.9301 us/op
WorkloadResult  10: 2048 op, 647304300.00 ns, 316.0666 us/op
WorkloadResult  11: 2048 op, 742037300.00 ns, 362.3229 us/op
WorkloadResult  12: 2048 op, 721247100.00 ns, 352.1714 us/op
WorkloadResult  13: 2048 op, 646968000.00 ns, 315.9023 us/op
WorkloadResult  14: 2048 op, 621025000.00 ns, 303.2349 us/op
WorkloadResult  15: 2048 op, 662449500.00 ns, 323.4617 us/op
WorkloadResult  16: 2048 op, 650035700.00 ns, 317.4002 us/op
WorkloadResult  17: 2048 op, 639641300.00 ns, 312.3249 us/op
WorkloadResult  18: 2048 op, 650183900.00 ns, 317.4726 us/op
WorkloadResult  19: 2048 op, 649012400.00 ns, 316.9006 us/op
WorkloadResult  20: 2048 op, 688529700.00 ns, 336.1961 us/op
WorkloadResult  21: 2048 op, 663390600.00 ns, 323.9212 us/op
WorkloadResult  22: 2048 op, 644933800.00 ns, 314.9091 us/op
WorkloadResult  23: 2048 op, 704896800.00 ns, 344.1879 us/op
WorkloadResult  24: 2048 op, 620481600.00 ns, 302.9695 us/op
WorkloadResult  25: 2048 op, 653774500.00 ns, 319.2258 us/op
WorkloadResult  26: 2048 op, 649953900.00 ns, 317.3603 us/op
WorkloadResult  27: 2048 op, 688308800.00 ns, 336.0883 us/op
WorkloadResult  28: 2048 op, 731337700.00 ns, 357.0985 us/op
WorkloadResult  29: 2048 op, 681325500.00 ns, 332.6785 us/op
WorkloadResult  30: 2048 op, 641607700.00 ns, 313.2850 us/op
WorkloadResult  31: 2048 op, 668337700.00 ns, 326.3368 us/op
WorkloadResult  32: 2048 op, 643943700.00 ns, 314.4256 us/op
WorkloadResult  33: 2048 op, 648484900.00 ns, 316.6430 us/op
WorkloadResult  34: 2048 op, 690217900.00 ns, 337.0205 us/op
WorkloadResult  35: 2048 op, 670440100.00 ns, 327.3633 us/op
WorkloadResult  36: 2048 op, 708992100.00 ns, 346.1875 us/op
WorkloadResult  37: 2048 op, 736987300.00 ns, 359.8571 us/op
WorkloadResult  38: 2048 op, 638798700.00 ns, 311.9134 us/op
WorkloadResult  39: 2048 op, 661192100.00 ns, 322.8477 us/op
WorkloadResult  40: 2048 op, 661704000.00 ns, 323.0977 us/op
WorkloadResult  41: 2048 op, 645902200.00 ns, 315.3819 us/op
WorkloadResult  42: 2048 op, 659168900.00 ns, 321.8598 us/op
WorkloadResult  43: 2048 op, 634161200.00 ns, 309.6490 us/op
WorkloadResult  44: 2048 op, 717106200.00 ns, 350.1495 us/op
WorkloadResult  45: 2048 op, 643504000.00 ns, 314.2109 us/op
WorkloadResult  46: 2048 op, 643875800.00 ns, 314.3925 us/op
WorkloadResult  47: 2048 op, 634680300.00 ns, 309.9025 us/op
WorkloadResult  48: 2048 op, 656086900.00 ns, 320.3549 us/op
WorkloadResult  49: 2048 op, 656919900.00 ns, 320.7617 us/op
WorkloadResult  50: 2048 op, 639939700.00 ns, 312.4706 us/op
WorkloadResult  51: 2048 op, 668007800.00 ns, 326.1757 us/op
WorkloadResult  52: 2048 op, 644026700.00 ns, 314.4662 us/op
WorkloadResult  53: 2048 op, 709345900.00 ns, 346.3603 us/op
WorkloadResult  54: 2048 op, 627676600.00 ns, 306.4827 us/op
WorkloadResult  55: 2048 op, 646114100.00 ns, 315.4854 us/op
WorkloadResult  56: 2048 op, 673494800.00 ns, 328.8549 us/op
WorkloadResult  57: 2048 op, 690179000.00 ns, 337.0015 us/op
WorkloadResult  58: 2048 op, 649048400.00 ns, 316.9182 us/op
WorkloadResult  59: 2048 op, 712606000.00 ns, 347.9521 us/op
WorkloadResult  60: 2048 op, 740046900.00 ns, 361.3510 us/op
WorkloadResult  61: 2048 op, 649945900.00 ns, 317.3564 us/op
WorkloadResult  62: 2048 op, 669698500.00 ns, 327.0012 us/op
WorkloadResult  63: 2048 op, 622745800.00 ns, 304.0751 us/op
WorkloadResult  64: 2048 op, 680223200.00 ns, 332.1402 us/op
WorkloadResult  65: 2048 op, 695620500.00 ns, 339.6584 us/op
WorkloadResult  66: 2048 op, 659608300.00 ns, 322.0744 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 324.9853 us, StdErr = 1.8702 us (0.58%); N = 66, StdDev = 15.1932 us
Min = 302.9695 us, Q1 = 314.4662 us, Median = 320.7429 us, Q3 = 332.6785 us, Max = 362.3229 us
IQR = 18.2123 us, LowerFence = 287.1477 us, UpperFence = 359.9969 us
ConfidenceInterval = [318.5397 us; 331.4310 us] (CI 99.9%), Margin = 6.4457 us (1.98% of Mean)
Skewness = 0.9, Kurtosis = 2.9, MValue = 2.16

// **************************
// Benchmark: Benchmarker.MultiplyFma: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "31f14d5f-cd38-4247-af3f-14a444d2217f.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFma" --job "Core" --benchmarkId 2 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 406700.00 ns, 406.7000 us/op
WorkloadJitting  1: 1 op, 7796900.00 ns, 7.7969 ms/op

OverheadJitting  2: 16 op, 498300.00 ns, 31.1438 us/op
WorkloadJitting  2: 16 op, 10750100.00 ns, 671.8813 us/op

WorkloadPilot    1: 16 op, 8685800.00 ns, 542.8625 us/op
WorkloadPilot    2: 32 op, 15918400.00 ns, 497.4500 us/op
WorkloadPilot    3: 64 op, 26366600.00 ns, 411.9781 us/op
WorkloadPilot    4: 128 op, 44409700.00 ns, 346.9508 us/op
WorkloadPilot    5: 256 op, 90059100.00 ns, 351.7934 us/op
WorkloadPilot    6: 512 op, 179794500.00 ns, 351.1611 us/op
WorkloadPilot    7: 1024 op, 363088600.00 ns, 354.5787 us/op
WorkloadPilot    8: 2048 op, 678847100.00 ns, 331.4683 us/op

OverheadWarmup   1: 2048 op, 6600.00 ns, 3.2227 ns/op
OverheadWarmup   2: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadWarmup   3: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadWarmup   4: 2048 op, 3600.00 ns, 1.7578 ns/op
OverheadWarmup   5: 2048 op, 3600.00 ns, 1.7578 ns/op
OverheadWarmup   6: 2048 op, 3500.00 ns, 1.7090 ns/op
OverheadWarmup   7: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadWarmup   8: 2048 op, 3700.00 ns, 1.8066 ns/op

OverheadActual   1: 2048 op, 6100.00 ns, 2.9785 ns/op
OverheadActual   2: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   3: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   4: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadActual   5: 2048 op, 5700.00 ns, 2.7832 ns/op
OverheadActual   6: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual   7: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual   8: 2048 op, 21400.00 ns, 10.4492 ns/op
OverheadActual   9: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  10: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  11: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  12: 2048 op, 26400.00 ns, 12.8906 ns/op
OverheadActual  13: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  14: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  15: 2048 op, 3600.00 ns, 1.7578 ns/op
OverheadActual  16: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  17: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  18: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual  19: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  20: 2048 op, 3700.00 ns, 1.8066 ns/op

WorkloadWarmup   1: 2048 op, 732286600.00 ns, 357.5618 us/op
WorkloadWarmup   2: 2048 op, 707966400.00 ns, 345.6867 us/op
WorkloadWarmup   3: 2048 op, 727504700.00 ns, 355.2269 us/op
WorkloadWarmup   4: 2048 op, 688108000.00 ns, 335.9902 us/op
WorkloadWarmup   5: 2048 op, 839644300.00 ns, 409.9826 us/op
WorkloadWarmup   6: 2048 op, 719943100.00 ns, 351.5347 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 712581500.00 ns, 347.9402 us/op
WorkloadActual   2: 2048 op, 730269600.00 ns, 356.5770 us/op
WorkloadActual   3: 2048 op, 736723000.00 ns, 359.7280 us/op
WorkloadActual   4: 2048 op, 857625100.00 ns, 418.7623 us/op
WorkloadActual   5: 2048 op, 843873600.00 ns, 412.0477 us/op
WorkloadActual   6: 2048 op, 919829300.00 ns, 449.1354 us/op
WorkloadActual   7: 2048 op, 732491900.00 ns, 357.6621 us/op
WorkloadActual   8: 2048 op, 724934200.00 ns, 353.9718 us/op
WorkloadActual   9: 2048 op, 714628500.00 ns, 348.9397 us/op
WorkloadActual  10: 2048 op, 779105500.00 ns, 380.4226 us/op
WorkloadActual  11: 2048 op, 707053400.00 ns, 345.2409 us/op
WorkloadActual  12: 2048 op, 693516100.00 ns, 338.6309 us/op
WorkloadActual  13: 2048 op, 782741600.00 ns, 382.1980 us/op
WorkloadActual  14: 2048 op, 806796800.00 ns, 393.9438 us/op
WorkloadActual  15: 2048 op, 705661300.00 ns, 344.5612 us/op
WorkloadActual  16: 2048 op, 660393800.00 ns, 322.4579 us/op
WorkloadActual  17: 2048 op, 709561500.00 ns, 346.4656 us/op
WorkloadActual  18: 2048 op, 687942600.00 ns, 335.9095 us/op
WorkloadActual  19: 2048 op, 685983000.00 ns, 334.9526 us/op
WorkloadActual  20: 2048 op, 712057300.00 ns, 347.6842 us/op
WorkloadActual  21: 2048 op, 692485900.00 ns, 338.1279 us/op
WorkloadActual  22: 2048 op, 685930400.00 ns, 334.9270 us/op
WorkloadActual  23: 2048 op, 702127000.00 ns, 342.8354 us/op
WorkloadActual  24: 2048 op, 675896700.00 ns, 330.0277 us/op
WorkloadActual  25: 2048 op, 686265000.00 ns, 335.0903 us/op
WorkloadActual  26: 2048 op, 704137500.00 ns, 343.8171 us/op
WorkloadActual  27: 2048 op, 668805700.00 ns, 326.5653 us/op
WorkloadActual  28: 2048 op, 780380500.00 ns, 381.0452 us/op
WorkloadActual  29: 2048 op, 786447000.00 ns, 384.0073 us/op
WorkloadActual  30: 2048 op, 702506200.00 ns, 343.0206 us/op
WorkloadActual  31: 2048 op, 713020500.00 ns, 348.1545 us/op
WorkloadActual  32: 2048 op, 680506800.00 ns, 332.2787 us/op
WorkloadActual  33: 2048 op, 710651800.00 ns, 346.9979 us/op
WorkloadActual  34: 2048 op, 716182700.00 ns, 349.6986 us/op
WorkloadActual  35: 2048 op, 717869000.00 ns, 350.5220 us/op
WorkloadActual  36: 2048 op, 732391800.00 ns, 357.6132 us/op
WorkloadActual  37: 2048 op, 764523800.00 ns, 373.3026 us/op
WorkloadActual  38: 2048 op, 766428300.00 ns, 374.2326 us/op
WorkloadActual  39: 2048 op, 722192900.00 ns, 352.6333 us/op
WorkloadActual  40: 2048 op, 745425900.00 ns, 363.9775 us/op
WorkloadActual  41: 2048 op, 709002100.00 ns, 346.1924 us/op
WorkloadActual  42: 2048 op, 681622800.00 ns, 332.8236 us/op
WorkloadActual  43: 2048 op, 728577300.00 ns, 355.7506 us/op
WorkloadActual  44: 2048 op, 832808500.00 ns, 406.6448 us/op
WorkloadActual  45: 2048 op, 798172800.00 ns, 389.7328 us/op
WorkloadActual  46: 2048 op, 694353400.00 ns, 339.0397 us/op
WorkloadActual  47: 2048 op, 688844800.00 ns, 336.3500 us/op
WorkloadActual  48: 2048 op, 691171200.00 ns, 337.4859 us/op
WorkloadActual  49: 2048 op, 723587600.00 ns, 353.3143 us/op
WorkloadActual  50: 2048 op, 750270900.00 ns, 366.3432 us/op
WorkloadActual  51: 2048 op, 731696100.00 ns, 357.2735 us/op
WorkloadActual  52: 2048 op, 709606700.00 ns, 346.4876 us/op
WorkloadActual  53: 2048 op, 740849400.00 ns, 361.7429 us/op
WorkloadActual  54: 2048 op, 717173300.00 ns, 350.1823 us/op
WorkloadActual  55: 2048 op, 722537600.00 ns, 352.8016 us/op
WorkloadActual  56: 2048 op, 856844700.00 ns, 418.3812 us/op
WorkloadActual  57: 2048 op, 741901100.00 ns, 362.2564 us/op
WorkloadActual  58: 2048 op, 757594000.00 ns, 369.9189 us/op
WorkloadActual  59: 2048 op, 831153800.00 ns, 405.8368 us/op
WorkloadActual  60: 2048 op, 740255200.00 ns, 361.4527 us/op
WorkloadActual  61: 2048 op, 735514700.00 ns, 359.1380 us/op
WorkloadActual  62: 2048 op, 679666500.00 ns, 331.8684 us/op
WorkloadActual  63: 2048 op, 686648200.00 ns, 335.2774 us/op
WorkloadActual  64: 2048 op, 684643600.00 ns, 334.2986 us/op
WorkloadActual  65: 2048 op, 715990700.00 ns, 349.6048 us/op
WorkloadActual  66: 2048 op, 660264600.00 ns, 322.3948 us/op
WorkloadActual  67: 2048 op, 703162000.00 ns, 343.3408 us/op
WorkloadActual  68: 2048 op, 706632200.00 ns, 345.0353 us/op
WorkloadActual  69: 2048 op, 738921500.00 ns, 360.8015 us/op
WorkloadActual  70: 2048 op, 753997600.00 ns, 368.1629 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 712577650.00 ns, 347.9383 us/op
WorkloadResult   2: 2048 op, 730265750.00 ns, 356.5751 us/op
WorkloadResult   3: 2048 op, 736719150.00 ns, 359.7261 us/op
WorkloadResult   4: 2048 op, 732488050.00 ns, 357.6602 us/op
WorkloadResult   5: 2048 op, 724930350.00 ns, 353.9699 us/op
WorkloadResult   6: 2048 op, 714624650.00 ns, 348.9378 us/op
WorkloadResult   7: 2048 op, 779101650.00 ns, 380.4207 us/op
WorkloadResult   8: 2048 op, 707049550.00 ns, 345.2390 us/op
WorkloadResult   9: 2048 op, 693512250.00 ns, 338.6290 us/op
WorkloadResult  10: 2048 op, 782737750.00 ns, 382.1962 us/op
WorkloadResult  11: 2048 op, 806792950.00 ns, 393.9419 us/op
WorkloadResult  12: 2048 op, 705657450.00 ns, 344.5593 us/op
WorkloadResult  13: 2048 op, 660389950.00 ns, 322.4560 us/op
WorkloadResult  14: 2048 op, 709557650.00 ns, 346.4637 us/op
WorkloadResult  15: 2048 op, 687938750.00 ns, 335.9076 us/op
WorkloadResult  16: 2048 op, 685979150.00 ns, 334.9508 us/op
WorkloadResult  17: 2048 op, 712053450.00 ns, 347.6823 us/op
WorkloadResult  18: 2048 op, 692482050.00 ns, 338.1260 us/op
WorkloadResult  19: 2048 op, 685926550.00 ns, 334.9251 us/op
WorkloadResult  20: 2048 op, 702123150.00 ns, 342.8336 us/op
WorkloadResult  21: 2048 op, 675892850.00 ns, 330.0258 us/op
WorkloadResult  22: 2048 op, 686261150.00 ns, 335.0885 us/op
WorkloadResult  23: 2048 op, 704133650.00 ns, 343.8153 us/op
WorkloadResult  24: 2048 op, 668801850.00 ns, 326.5634 us/op
WorkloadResult  25: 2048 op, 780376650.00 ns, 381.0433 us/op
WorkloadResult  26: 2048 op, 786443150.00 ns, 384.0054 us/op
WorkloadResult  27: 2048 op, 702502350.00 ns, 343.0187 us/op
WorkloadResult  28: 2048 op, 713016650.00 ns, 348.1527 us/op
WorkloadResult  29: 2048 op, 680502950.00 ns, 332.2768 us/op
WorkloadResult  30: 2048 op, 710647950.00 ns, 346.9961 us/op
WorkloadResult  31: 2048 op, 716178850.00 ns, 349.6967 us/op
WorkloadResult  32: 2048 op, 717865150.00 ns, 350.5201 us/op
WorkloadResult  33: 2048 op, 732387950.00 ns, 357.6113 us/op
WorkloadResult  34: 2048 op, 764519950.00 ns, 373.3008 us/op
WorkloadResult  35: 2048 op, 766424450.00 ns, 374.2307 us/op
WorkloadResult  36: 2048 op, 722189050.00 ns, 352.6314 us/op
WorkloadResult  37: 2048 op, 745422050.00 ns, 363.9756 us/op
WorkloadResult  38: 2048 op, 708998250.00 ns, 346.1906 us/op
WorkloadResult  39: 2048 op, 681618950.00 ns, 332.8218 us/op
WorkloadResult  40: 2048 op, 728573450.00 ns, 355.7488 us/op
WorkloadResult  41: 2048 op, 798168950.00 ns, 389.7309 us/op
WorkloadResult  42: 2048 op, 694349550.00 ns, 339.0379 us/op
WorkloadResult  43: 2048 op, 688840950.00 ns, 336.3481 us/op
WorkloadResult  44: 2048 op, 691167350.00 ns, 337.4841 us/op
WorkloadResult  45: 2048 op, 723583750.00 ns, 353.3124 us/op
WorkloadResult  46: 2048 op, 750267050.00 ns, 366.3413 us/op
WorkloadResult  47: 2048 op, 731692250.00 ns, 357.2716 us/op
WorkloadResult  48: 2048 op, 709602850.00 ns, 346.4858 us/op
WorkloadResult  49: 2048 op, 740845550.00 ns, 361.7410 us/op
WorkloadResult  50: 2048 op, 717169450.00 ns, 350.1804 us/op
WorkloadResult  51: 2048 op, 722533750.00 ns, 352.7997 us/op
WorkloadResult  52: 2048 op, 741897250.00 ns, 362.2545 us/op
WorkloadResult  53: 2048 op, 757590150.00 ns, 369.9171 us/op
WorkloadResult  54: 2048 op, 740251350.00 ns, 361.4509 us/op
WorkloadResult  55: 2048 op, 735510850.00 ns, 359.1362 us/op
WorkloadResult  56: 2048 op, 679662650.00 ns, 331.8665 us/op
WorkloadResult  57: 2048 op, 686644350.00 ns, 335.2756 us/op
WorkloadResult  58: 2048 op, 684639750.00 ns, 334.2968 us/op
WorkloadResult  59: 2048 op, 715986850.00 ns, 349.6030 us/op
WorkloadResult  60: 2048 op, 660260750.00 ns, 322.3929 us/op
WorkloadResult  61: 2048 op, 703158150.00 ns, 343.3389 us/op
WorkloadResult  62: 2048 op, 706628350.00 ns, 345.0334 us/op
WorkloadResult  63: 2048 op, 738917650.00 ns, 360.7996 us/op
WorkloadResult  64: 2048 op, 753993750.00 ns, 368.1610 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 351.1736 us, StdErr = 2.0306 us (0.58%); N = 64, StdDev = 16.2446 us
Min = 322.3929 us, Q1 = 338.3775 us, Median = 348.5452 us, Q3 = 360.2629 us, Max = 393.9419 us
IQR = 21.8854 us, LowerFence = 305.5495 us, UpperFence = 393.0910 us
ConfidenceInterval = [344.1646 us; 358.1827 us] (CI 99.9%), Margin = 7.0091 us (2.00% of Mean)
Skewness = 0.61, Kurtosis = 2.9, MValue = 2.35

// **************************
// Benchmark: Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "31f14d5f-cd38-4247-af3f-14a444d2217f.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFmaWSpanPtr" --job "Core" --benchmarkId 3 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 446800.00 ns, 446.8000 us/op
WorkloadJitting  1: 1 op, 6604700.00 ns, 6.6047 ms/op

OverheadJitting  2: 16 op, 798200.00 ns, 49.8875 us/op
WorkloadJitting  2: 16 op, 10906500.00 ns, 681.6562 us/op

WorkloadPilot    1: 16 op, 10198600.00 ns, 637.4125 us/op
WorkloadPilot    2: 32 op, 16057300.00 ns, 501.7906 us/op
WorkloadPilot    3: 64 op, 21162600.00 ns, 330.6656 us/op
WorkloadPilot    4: 128 op, 43663700.00 ns, 341.1227 us/op
WorkloadPilot    5: 256 op, 81543300.00 ns, 318.5285 us/op
WorkloadPilot    6: 512 op, 146859200.00 ns, 286.8344 us/op
WorkloadPilot    7: 1024 op, 301690100.00 ns, 294.6192 us/op
WorkloadPilot    8: 2048 op, 719190900.00 ns, 351.1674 us/op

OverheadWarmup   1: 2048 op, 10000.00 ns, 4.8828 ns/op
OverheadWarmup   2: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadWarmup   3: 2048 op, 7000.00 ns, 3.4180 ns/op
OverheadWarmup   4: 2048 op, 4700.00 ns, 2.2949 ns/op
OverheadWarmup   5: 2048 op, 5400.00 ns, 2.6367 ns/op
OverheadWarmup   6: 2048 op, 4500.00 ns, 2.1973 ns/op

OverheadActual   1: 2048 op, 16900.00 ns, 8.2520 ns/op
OverheadActual   2: 2048 op, 6600.00 ns, 3.2227 ns/op
OverheadActual   3: 2048 op, 5800.00 ns, 2.8320 ns/op
OverheadActual   4: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   5: 2048 op, 4700.00 ns, 2.2949 ns/op
OverheadActual   6: 2048 op, 6300.00 ns, 3.0762 ns/op
OverheadActual   7: 2048 op, 11000.00 ns, 5.3711 ns/op
OverheadActual   8: 2048 op, 5100.00 ns, 2.4902 ns/op
OverheadActual   9: 2048 op, 5300.00 ns, 2.5879 ns/op
OverheadActual  10: 2048 op, 5200.00 ns, 2.5391 ns/op
OverheadActual  11: 2048 op, 11800.00 ns, 5.7617 ns/op
OverheadActual  12: 2048 op, 4900.00 ns, 2.3926 ns/op
OverheadActual  13: 2048 op, 5300.00 ns, 2.5879 ns/op
OverheadActual  14: 2048 op, 5800.00 ns, 2.8320 ns/op
OverheadActual  15: 2048 op, 6600.00 ns, 3.2227 ns/op
OverheadActual  16: 2048 op, 6400.00 ns, 3.1250 ns/op
OverheadActual  17: 2048 op, 5900.00 ns, 2.8809 ns/op
OverheadActual  18: 2048 op, 8400.00 ns, 4.1016 ns/op
OverheadActual  19: 2048 op, 4700.00 ns, 2.2949 ns/op
